 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53,Mean54,XM54,YM54,Mean55,XM55,YM55,Mean56,XM56,YM56,Mean57,XM57,YM57
20,160.375,88.365,79.606,313.125,81.828,96.108,543.238,51.658,122.077,469.176,72.034,97.171,411.143,110.560,92.449,35.800,37.578,100.065,113.806,126.059,112.441,52.062,57.111,117.725,71.161,136.398,116.776,36.688,61.288,124.077,285.846,31.409,111.018,71.833,60.001,113.685,460.091,116.509,101.767,33.568,72.874,123.935,130.833,24.405,105.946,10.476,96.666,133.616,24.615,98.613,126.709,1011.000,60.257,100.682,663.125,106.089,115.316,107.750,152.590,95.669,135.125,97.852,108.303,220.000,116.428,131.838,271.250,66.738,89.875,0.909,55.955,135.625,201.350,82.903,142.950,211.500,108.464,110.168,227.125,107.224,100.050,82.071,70.603,88.339,2.625,93.096,97.215,94.383,72.284,107.246,679.667,98.239,112.267,1088.278,54.882,106.352,80.588,95.098,86.047,17.971,117.386,116.133,28.375,110.090,103.778,85.000,67.313,117.489,63.083,90.188,129.064,62.323,111.329,125.798,81.935,108.835,132.231,92.238,87.760,118.134,362.125,159.672,103.647,48.571,102.696,90.483,163.500,103.643,104.441,85.219,31.836,101.046,54.444,21.341,113.835,132.844,76.826,113.394,26.882,90.107,104.192,225.000,103.902,86.187,34.857,77.667,86.492,2.333,127.565,104.005,7.077,119.791,121.318,68.375,119.371,92.279,8.625,121.918,99.903,15.455,154.174,118.108,121.500,121.871,130.339,12.667,156.171,131.872,2.750,140.895,121.985
21,194.000,88.400,79.624,298.500,81.664,96.024,534.762,51.611,122.009,286.941,71.977,97.116,574.762,110.595,92.547,39.400,38.406,99.975,100.645,125.953,112.207,52.125,57.120,117.990,43.484,136.491,116.803,16.438,61.192,123.138,211.538,31.447,110.928,116.500,59.924,113.800,116.500,116.522,101.780,37.730,72.762,124.350,1790.333,24.539,106.031,38.857,96.981,133.581,8.462,98.510,126.765,292.917,60.313,100.667,673.000,106.105,115.333,68.250,153.022,95.686,73.875,97.812,108.319,257.125,116.594,131.714,230.625,66.583,89.790,66.727,55.631,135.780,217.625,82.844,143.056,136.688,108.452,110.063,241.625,107.299,99.978,97.714,70.800,88.336,15.000,92.982,97.640,66.000,72.120,107.590,258.500,98.199,112.099,818.944,54.780,106.333,54.118,95.031,85.980,19.057,116.974,116.314,38.625,109.842,104.145,65.250,67.115,117.438,80.167,90.279,128.663,45.548,111.488,125.681,133.355,108.925,132.398,116.333,88.004,118.145,285.500,159.609,103.638,91.000,102.718,90.750,80.500,103.590,104.243,67.625,31.711,100.902,72.444,21.011,113.268,180.781,77.106,113.472,4.882,89.935,104.203,146.000,103.955,86.134,20.095,77.457,86.754,7.000,128.096,104.359,17.385,120.264,120.959,11.500,119.262,92.269,13.125,122.130,99.783,103.818,154.230,118.180,47.333,121.768,130.702,11.905,156.331,132.557,3.125,140.783,121.278
22,149.500,88.493,79.679,281.000,81.728,96.156,576.000,51.585,121.982,382.235,72.009,97.185,418.000,110.552,92.452,50.600,37.703,100.079,102.839,125.977,112.460,45.062,56.673,117.936,53.677,136.267,116.655,8.062,61.117,123.468,212.385,31.450,110.922,143.333,59.926,113.860,57.227,116.251,101.338,19.622,73.035,124.059,1400.833,24.506,106.054,12.286,96.856,134.150,11.692,98.396,126.676,161.167,60.152,100.637,676.500,106.071,115.356,211.750,152.797,95.461,77.312,98.024,108.181,227.562,116.567,131.719,142.625,66.643,89.973,27.818,55.359,135.327,226.425,82.754,143.121,231.375,108.614,110.255,237.000,107.298,99.923,55.429,70.647,88.228,44.125,92.944,97.732,45.191,72.001,107.434,67.000,98.209,112.033,751.889,54.898,106.367,87.647,95.023,86.099,25.914,116.874,116.273,96.500,109.975,104.295,18.250,67.425,117.335,31.917,90.085,128.024,72.000,111.470,126.064,125.032,108.919,132.294,84.857,87.747,118.068,331.750,159.624,103.639,63.929,102.764,90.400,88.200,103.484,104.742,78.344,31.782,100.974,44.556,20.941,113.428,146.938,76.914,113.190,17.882,90.143,104.172,130.500,103.971,86.215,16.095,77.985,86.122,18.167,127.383,103.888,22.154,120.460,121.094,37.375,118.854,92.598,11.875,122.106,99.596,72.727,154.132,118.098,82.667,121.725,130.515,12.000,156.343,132.835,23.500,141.195,121.025
23,103.500,88.441,79.724,249.625,81.651,96.123,580.381,51.625,122.021,303.412,72.014,97.144,483.238,110.572,92.395,14.000,37.762,100.285,86.000,126.019,112.212,31.812,56.756,117.901,28.516,136.241,116.435,18.250,61.036,123.904,268.769,31.634,111.001,147.333,59.802,113.963,60.182,116.633,101.425,35.081,73.092,124.180,526.500,24.402,105.961,42.762,97.309,133.695,12.385,99.093,127.265,157.750,60.329,100.630,615.375,106.062,115.353,85.250,152.856,95.441,38.875,97.996,108.213,228.000,116.607,131.730,232.250,66.674,89.743,16.364,55.335,135.332,222.200,82.869,142.978,130.000,108.497,110.004,317.625,107.254,100.047,63.857,70.617,88.281,17.250,93.211,97.533,69.234,72.413,107.401,60.500,98.225,112.020,754.389,54.880,106.338,56.059,94.825,85.665,14.914,117.219,116.048,28.375,110.077,104.133,32.500,67.475,117.335,575.167,90.236,128.561,77.548,111.270,126.020,158.452,108.950,132.407,61.714,88.054,118.263,360.750,159.599,103.589,48.929,102.683,91.007,83.000,103.528,104.427,153.562,31.888,100.981,69.500,21.130,113.489,188.375,76.886,113.349,35.000,89.890,104.103,188.667,103.975,86.219,62.190,77.816,86.268,6.000,127.565,104.453,9.000,119.852,121.296,54.250,119.048,92.450,3.125,121.563,99.578,112.000,154.164,118.090,23.833,121.931,130.680,7.143,155.849,131.930,10.250,140.785,121.584
24,116.000,88.523,79.664,299.000,81.696,96.062,584.762,51.599,121.962,417.176,72.065,97.127,452.381,110.591,92.445,18.600,37.798,99.975,134.194,125.854,112.358,42.000,57.324,117.670,17.484,136.631,116.291,31.625,61.027,123.639,286.231,31.363,110.999,106.500,59.745,113.720,36.682,116.143,101.420,16.216,73.328,124.385,130.833,24.475,106.076,51.714,97.257,133.875,8.615,98.655,126.325,117.333,60.227,100.697,649.688,106.097,115.431,288.250,152.881,95.511,14.750,98.193,108.475,175.250,116.716,131.846,219.125,66.627,89.619,24.545,55.335,135.315,236.150,82.753,142.949,136.625,108.636,110.252,340.000,107.245,99.984,125.500,70.763,88.244,8.125,93.465,98.115,86.255,72.412,107.338,149.500,98.408,112.309,747.944,54.903,106.368,100.882,94.719,85.909,16.943,117.217,115.963,68.250,109.871,104.206,73.750,67.495,117.511,593.250,90.207,128.465,129.677,111.570,125.848,167.484,109.007,132.121,69.952,87.919,117.879,282.375,159.634,103.663,65.857,102.669,90.855,108.200,103.663,104.633,667.031,31.945,100.954,65.278,21.075,113.547,173.250,76.876,113.538,18.588,90.247,104.124,25.333,103.917,86.082,13.429,78.053,86.542,26.167,127.575,103.997,5.846,120.092,121.092,69.250,118.973,92.281,30.375,121.984,99.920,60.000,154.192,117.943,63.333,121.947,130.451,17.429,156.132,132.074,0.000,NaN,NaN
25,95.125,88.336,79.698,190.375,81.731,96.133,548.762,51.598,121.974,375.765,72.046,97.202,467.048,110.601,92.578,36.200,38.172,100.205,1593.935,126.026,112.410,75.812,57.107,117.623,48.516,136.710,116.672,24.062,61.087,123.579,287.308,31.546,111.184,105.500,59.974,113.827,38.136,116.472,101.325,29.946,73.415,123.979,54.000,24.476,106.046,30.476,97.263,133.999,43.769,98.858,126.954,107.083,60.392,100.649,679.875,106.059,115.269,131.000,152.726,95.609,23.688,98.068,108.399,262.000,116.459,131.771,279.375,66.686,89.789,0.000,NaN,NaN,231.600,82.750,143.011,164.062,108.381,110.055,257.250,107.294,99.892,78.857,70.730,88.340,17.000,92.742,97.837,60.979,72.183,107.283,174.500,98.411,112.298,803.778,54.928,106.364,163.412,94.893,85.887,20.829,117.234,116.247,73.875,109.918,104.206,71.000,67.310,117.475,347.833,90.237,128.299,97.097,111.504,126.035,94.000,108.983,132.282,61.095,87.965,118.108,464.375,159.591,103.636,91.714,102.587,90.912,52.200,103.573,104.643,361.344,31.952,100.872,88.667,21.100,113.558,160.750,76.921,113.530,8.118,90.089,103.794,75.333,103.611,85.980,11.619,78.143,86.571,12.333,127.255,104.315,12.538,120.163,120.749,70.625,118.985,92.030,38.750,121.633,99.823,75.091,154.053,117.983,124.333,121.946,130.404,14.762,156.395,132.613,0.000,NaN,NaN
26,206.000,88.482,79.755,196.250,81.834,96.072,584.095,51.660,122.049,348.471,72.034,97.179,571.429,110.569,92.540,25.400,37.831,100.229,930.710,125.994,112.340,17.812,56.848,117.596,57.097,136.466,116.561,4.562,61.327,124.257,260.385,31.511,111.150,118.333,59.720,113.861,55.227,116.493,101.421,29.135,73.071,124.174,129.833,24.296,105.949,9.714,97.234,133.859,14.308,98.832,126.908,120.500,59.993,100.715,677.375,105.982,115.256,174.500,152.921,95.644,35.812,98.017,108.237,187.938,116.552,131.857,245.500,66.588,89.736,3.818,55.645,135.935,240.300,82.744,142.986,213.625,108.511,110.037,211.625,107.242,99.868,121.714,71.262,88.246,53.750,92.723,97.584,64.255,72.143,107.611,93.333,98.311,112.139,789.611,54.894,106.361,1650.823,94.854,86.038,16.371,116.991,116.851,63.750,109.908,104.371,3.750,66.929,117.418,84.167,90.386,128.788,115.484,111.403,126.035,167.355,108.901,132.172,540.762,87.670,118.135,342.500,159.499,103.641,108.857,102.750,90.614,57.800,103.537,105.004,79.562,31.926,100.960,44.333,20.768,113.691,133.219,76.964,113.404,7.176,89.699,103.860,458.833,103.720,86.147,1.143,78.275,86.748,43.000,127.623,103.946,7.846,119.952,120.663,19.125,119.272,92.235,64.375,122.057,99.852,84.909,154.212,117.690,82.167,121.666,130.593,7.048,156.496,132.257,0.000,NaN,NaN
27,194.750,88.439,79.693,307.750,81.708,96.077,525.429,51.628,121.996,326.941,72.069,97.245,502.095,110.474,92.530,46.000,37.883,100.239,154.774,126.055,112.275,11.688,57.036,117.803,24.581,136.463,117.232,9.312,61.177,123.641,272.462,31.487,111.002,192.000,59.824,113.834,53.909,116.437,101.691,40.541,72.444,123.862,71.333,24.270,105.890,29.048,97.275,133.916,30.538,99.038,126.469,115.417,60.294,100.772,585.375,106.036,115.352,95.000,152.791,95.621,26.438,98.388,108.217,198.500,116.517,131.771,227.375,66.639,89.658,7.091,55.891,135.601,239.125,82.716,143.109,126.312,108.572,110.125,270.625,107.215,99.946,100.214,71.158,88.304,67.875,93.118,97.830,101.319,72.509,107.405,163.167,98.183,112.112,752.722,54.936,106.369,1375.823,94.833,86.077,37.800,116.737,116.125,28.000,110.140,104.172,55.750,66.913,117.478,56.083,90.170,128.681,158.516,111.326,126.059,95.548,108.904,132.444,210.429,87.769,118.197,338.375,159.547,103.721,69.857,102.653,90.861,79.900,103.690,104.813,52.625,31.955,100.844,66.944,21.162,113.205,142.500,76.684,113.531,21.353,89.853,103.816,187.833,103.783,86.067,17.143,78.172,86.433,18.667,127.742,103.941,18.385,120.609,120.872,17.500,119.545,92.555,16.625,121.747,99.824,20.545,154.041,117.779,47.833,121.864,130.311,6.190,155.770,132.215,13.750,140.788,121.140
28,191.625,88.526,79.740,266.625,81.570,96.032,535.524,51.652,122.053,391.529,72.144,97.148,495.429,110.550,92.556,89.800,38.054,100.050,169.097,125.841,112.308,39.625,56.851,117.624,28.387,136.411,116.876,21.438,61.360,123.898,198.692,31.483,110.907,52.667,59.969,113.902,67.727,116.468,101.624,30.811,73.210,124.275,61.167,24.400,105.979,20.095,97.095,133.714,23.462,98.936,126.824,111.667,59.954,100.796,575.000,106.090,115.294,215.500,152.997,95.679,30.000,98.043,108.125,221.062,116.669,131.878,339.875,66.603,89.748,26.727,55.721,136.017,258.800,82.728,143.031,194.812,108.665,109.932,261.250,107.262,99.963,94.786,70.579,88.431,25.750,93.172,98.172,74.298,72.173,107.512,109.000,98.268,112.434,696.667,54.912,106.330,429.176,94.890,86.015,256.029,116.904,116.111,101.250,110.069,104.165,29.500,66.999,117.456,44.667,90.138,128.530,106.065,111.166,125.954,176.645,108.983,132.245,82.714,87.756,118.244,331.125,159.547,103.662,44.286,102.562,90.971,38.000,103.693,104.462,56.781,31.900,101.204,43.333,20.957,113.598,157.688,76.908,113.558,60.647,90.082,103.827,162.833,103.808,86.179,24.667,77.685,86.454,3.500,127.255,104.315,11.538,120.154,121.239,11.375,119.420,92.596,20.875,122.050,100.285,44.727,154.226,117.866,115.500,121.733,130.507,6.667,155.483,132.215,0.000,NaN,NaN
29,212.125,88.517,79.780,250.250,81.669,95.979,667.048,51.649,122.014,327.765,72.093,97.094,368.571,110.486,92.480,67.800,37.776,100.189,95.806,125.890,112.407,46.188,57.029,117.554,22.645,136.498,117.425,19.438,61.233,124.175,216.385,31.426,111.186,132.167,60.019,113.993,45.864,116.513,101.662,26.595,72.931,124.383,176.000,24.415,106.176,48.857,97.447,133.795,23.308,98.850,126.651,91.917,60.149,100.747,524.438,106.032,115.378,82.000,152.652,95.459,47.375,98.051,108.429,251.688,116.523,132.018,203.500,66.663,89.828,0.000,NaN,NaN,214.675,82.760,143.073,233.562,108.383,110.111,313.625,107.265,99.873,66.286,70.971,88.551,15.750,92.820,98.154,82.298,72.450,107.412,63.500,98.165,112.382,758.500,54.832,106.372,122.765,94.790,86.108,78.429,116.815,116.260,50.750,110.213,104.410,73.750,67.448,117.363,67.000,90.154,128.999,142.000,111.375,125.828,122.968,108.893,132.174,44.429,87.693,117.730,347.250,159.555,103.732,61.786,102.757,90.673,89.200,103.491,104.615,43.219,31.773,100.880,63.222,20.942,113.552,163.281,76.676,113.599,37.176,90.114,104.276,109.000,103.802,86.245,28.571,77.996,86.425,24.000,127.718,103.852,14.769,120.101,121.349,52.000,119.245,92.422,0.375,122.605,99.975,102.545,154.333,117.780,69.333,121.966,130.707,0.000,NaN,NaN,0.000,NaN,NaN
30,130.250,88.593,79.560,141.500,81.727,96.037,505.048,51.620,121.974,365.176,71.983,97.175,420.476,110.622,92.545,42.800,37.848,100.165,87.742,126.111,112.110,38.500,57.246,117.446,46.194,136.379,116.800,19.688,61.443,124.328,188.462,31.521,111.089,142.333,59.949,113.826,22.227,116.708,101.484,28.973,73.037,123.867,155.500,24.543,106.087,80.571,97.372,133.788,21.000,98.824,126.520,93.417,60.188,100.529,640.625,106.008,115.384,197.000,152.879,95.594,59.250,97.879,108.191,301.625,116.589,131.782,263.750,66.679,89.670,24.182,55.722,135.369,199.100,82.767,142.983,178.688,108.430,110.083,224.125,107.319,99.973,60.786,70.902,88.521,41.125,93.042,97.292,82.936,72.500,107.362,145.167,98.268,112.317,711.833,54.868,106.342,79.706,94.897,85.858,38.771,117.027,116.206,934.125,110.005,104.313,9.250,66.805,117.335,47.250,90.197,128.296,58.710,111.292,125.884,110.645,108.994,132.179,45.714,87.952,118.350,422.500,159.631,103.634,55.429,102.573,90.794,72.000,103.710,104.775,66.156,31.963,100.933,47.333,21.190,113.801,153.938,76.883,113.653,26.824,90.046,104.242,55.833,103.859,86.131,22.476,77.886,86.793,0.000,NaN,NaN,11.846,120.326,121.293,57.875,118.921,92.604,1.625,122.605,99.665,54.545,154.169,118.238,97.333,121.841,130.683,3.524,155.775,131.997,11.500,141.060,121.240
31,209.875,88.546,79.809,243.000,81.664,96.139,571.333,51.550,121.925,321.882,72.074,97.235,570.476,110.619,92.534,85.600,37.879,100.050,124.968,125.911,112.345,47.812,57.229,117.627,40.452,136.619,116.587,36.500,60.942,124.143,274.692,31.481,110.973,100.333,59.684,113.855,52.727,116.450,101.991,38.541,72.988,123.825,94.667,24.546,105.938,76.381,97.101,133.918,374.462,98.757,126.779,44.083,60.276,100.664,725.375,106.054,115.316,65.250,152.714,95.529,55.812,98.163,108.259,202.250,116.519,131.743,215.250,66.689,89.736,0.364,55.335,135.935,226.150,82.600,142.938,220.062,108.418,110.211,276.375,107.283,99.899,154.786,70.885,88.395,29.750,93.099,97.750,68.979,72.370,107.463,92.333,98.186,112.336,846.444,54.869,106.344,108.647,94.836,86.034,18.571,117.251,116.184,226.750,110.015,104.203,32.250,67.365,117.645,68.500,90.325,128.817,45.548,111.519,125.626,94.645,108.922,132.101,53.571,87.530,117.987,514.500,159.702,103.687,60.214,102.582,90.778,99.900,103.498,104.707,83.594,31.798,100.917,35.889,21.017,113.245,184.000,76.786,113.372,29.059,89.638,103.974,180.000,104.064,86.187,27.810,77.714,86.514,16.500,127.997,103.939,13.231,120.215,121.042,38.250,119.234,92.356,3.875,121.855,99.755,42.727,154.336,117.970,9.500,121.387,130.344,12.381,156.331,132.659,28.875,140.759,121.527
32,302.375,88.561,79.716,359.125,81.702,96.046,596.286,51.634,121.909,252.353,71.966,97.118,399.714,110.666,92.587,17.200,37.950,100.130,73.290,126.062,112.208,39.438,57.252,118.063,50.258,136.327,116.873,16.375,61.387,123.683,244.308,31.617,111.095,105.000,59.966,113.808,39.091,116.338,101.640,24.919,72.442,124.215,43.167,24.436,106.177,25.905,97.350,133.878,244.692,98.795,126.882,78.417,60.150,100.801,644.812,106.031,115.342,115.500,152.820,95.622,54.375,97.986,108.163,219.375,116.496,131.855,202.375,66.722,89.702,25.273,55.721,135.589,240.650,82.747,143.017,188.125,108.277,110.114,222.000,107.271,100.002,34.929,70.879,88.210,83.750,92.980,98.040,106.979,72.197,107.427,150.833,98.194,112.339,726.889,54.857,106.311,74.941,94.791,86.128,25.943,116.841,115.750,92.000,110.100,104.315,17.500,67.416,117.503,45.417,90.350,128.638,57.290,111.375,126.191,139.871,108.953,132.126,23.190,87.685,118.371,472.000,159.614,103.684,76.286,102.614,90.719,68.900,103.740,104.637,69.281,31.822,100.994,60.667,21.340,113.534,161.875,76.942,113.452,27.294,89.740,103.562,171.833,103.728,86.277,14.190,77.609,86.347,10.833,128.185,104.005,41.231,119.955,121.411,26.125,118.827,92.445,19.625,121.720,99.468,90.000,154.160,117.681,18.167,121.871,130.884,32.286,155.812,132.426,0.000,NaN,NaN
33,185.500,88.496,79.804,238.375,81.596,95.999,511.810,51.643,122.021,469.412,72.260,97.179,3554.810,110.536,92.529,37.000,38.369,100.129,144.968,126.048,112.280,15.062,56.970,117.676,58.387,136.458,116.749,27.812,60.969,123.713,237.231,31.458,111.038,63.833,59.863,113.715,65.773,116.509,101.813,14.919,72.889,124.218,168.000,24.592,106.116,25.429,97.139,133.954,104.769,98.892,126.840,135.667,60.351,100.749,653.812,106.012,115.346,121.000,152.855,95.515,36.750,97.796,108.423,175.562,116.523,131.626,311.125,66.635,89.714,16.364,55.800,135.708,242.275,82.715,142.967,217.688,108.446,110.042,375.000,107.318,99.843,31.357,70.623,88.331,16.625,93.300,97.977,87.319,72.511,107.363,130.000,98.101,112.072,773.111,54.852,106.389,107.647,94.935,85.939,12.000,116.447,116.198,55.000,110.001,104.189,37.500,67.429,117.335,22.667,90.311,128.767,113.419,111.343,126.150,145.161,108.852,132.154,77.095,87.568,118.061,350.875,159.500,103.643,40.429,102.588,91.001,88.700,103.511,104.774,56.906,31.484,100.834,79.222,21.163,113.524,154.906,76.864,113.460,15.000,89.875,103.614,108.667,103.790,86.203,29.429,77.949,86.370,7.667,127.565,104.005,18.923,120.063,121.371,47.750,119.131,92.322,6.375,121.608,99.805,60.000,154.207,117.703,73.167,122.001,130.380,7.333,156.178,132.453,9.875,141.205,121.985
34,115.875,88.492,79.545,325.875,81.756,96.062,620.762,51.550,121.949,256.824,71.960,97.096,3910.476,110.538,92.541,14.200,38.220,100.285,116.645,125.941,112.269,36.250,57.201,117.620,31.226,136.222,116.862,25.125,60.998,123.759,269.000,31.534,110.941,154.667,59.871,113.675,46.500,116.060,101.790,12.757,72.790,123.907,225.667,24.387,106.009,26.571,96.821,133.884,26.385,98.435,127.245,56.333,60.264,100.734,594.750,105.975,115.303,206.000,152.773,95.632,31.188,97.806,107.952,2609.375,116.503,131.759,241.500,66.655,89.672,0.727,55.955,135.935,253.850,82.887,142.925,132.125,108.620,110.034,346.500,107.243,99.926,54.429,71.048,88.494,43.750,92.926,97.718,84.468,72.221,107.419,107.667,98.136,112.124,763.500,54.899,106.320,81.471,94.852,86.022,30.086,117.193,116.050,51.375,110.028,104.423,17.750,67.311,117.352,71.583,90.210,128.670,109.484,111.363,126.046,141.548,108.970,132.296,34.476,87.724,118.082,321.000,159.562,103.670,50.786,102.736,90.740,81.500,103.495,104.809,52.500,31.827,100.719,35.333,21.369,113.424,135.875,76.836,113.389,19.824,89.782,104.149,65.667,103.742,86.266,19.333,77.641,86.333,30.000,128.063,103.891,9.769,120.367,120.982,28.125,119.217,92.423,32.250,122.086,99.669,117.273,154.099,118.162,76.667,121.634,130.428,15.333,156.081,132.835,4.500,140.886,121.081
35,149.875,88.622,79.639,285.500,81.762,96.099,541.714,51.622,121.932,337.882,72.213,97.102,2775.905,110.515,92.566,999.600,38.004,100.117,105.677,125.897,112.144,19.438,57.290,117.366,72.452,136.360,116.305,33.062,61.009,123.529,232.692,31.571,110.997,152.333,59.955,113.805,56.227,116.420,101.639,16.703,72.775,123.664,118.000,24.438,106.097,35.714,97.562,133.848,23.615,98.261,126.694,60.333,60.236,100.810,646.938,106.025,115.396,153.250,152.665,95.669,81.438,98.103,108.100,2013.500,116.503,131.727,356.000,66.680,89.728,17.455,55.726,135.560,225.100,82.653,142.931,115.750,108.439,110.124,346.250,107.304,99.913,88.071,71.100,88.469,51.000,92.839,97.770,59.745,72.086,107.300,231.667,98.180,112.196,821.333,54.827,106.265,75.294,94.869,85.957,30.029,117.034,116.392,64.375,110.012,104.363,60.750,67.461,117.614,39.667,90.345,128.377,80.710,111.430,125.890,218.452,108.984,132.121,45.190,87.878,118.168,308.625,159.647,103.597,52.429,102.796,90.770,74.100,103.656,104.689,61.312,31.676,100.793,71.556,21.024,113.587,196.625,76.892,113.539,21.353,89.697,103.892,153.667,103.893,86.137,18.381,77.851,86.961,0.167,128.185,104.315,11.385,120.598,121.413,36.250,119.099,92.418,11.375,122.040,99.965,36.909,153.978,117.692,33.500,122.142,130.355,6.286,156.329,132.722,0.000,NaN,NaN
