 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53,Mean54,XM54,YM54
455,25.692,62.835,29.443,391.438,89.813,22.528,66.000,162.431,48.046,53.875,127.819,105.117,96.056,130.747,21.193,8.452,64.301,98.766,321.077,136.640,107.126,60.429,125.965,100.349,20.846,120.759,89.435,9.038,81.209,40.385,23.722,158.331,41.156,28.588,116.173,91.729,7.444,130.994,130.572,319.333,137.181,22.858,215.784,159.606,20.320,53.625,105.559,80.564,77.548,107.062,17.476,28.857,79.060,25.526,231.562,87.128,19.407,410.286,121.705,36.581,102.324,161.001,55.946,7.355,162.016,66.033,224.615,156.443,23.722,331.905,146.811,15.598,25.059,110.954,37.681,57.297,131.688,108.950,23.333,101.157,17.703,155.125,85.024,21.390,61.000,118.754,14.725,21.455,128.077,24.948,138.324,112.403,28.180,64.412,79.726,31.004,60.462,130.037,34.186,45.250,115.806,97.495,40.231,13.986,61.264,132.588,116.700,20.952,30.500,114.934,37.225,26.571,65.461,117.384,1.312,142.032,82.335,27.615,131.651,17.547,13.613,84.816,34.875,300.143,150.587,12.422,88.143,115.170,83.000,53.000,135.234,14.716,53.478,137.452,78.683,362.188,150.764,21.136,343.875,14.737,55.804,26.500,80.060,16.195,49.833,77.998,49.076,28.500,85.090,48.103,166.516,121.097,17.417,259.000,110.556,25.097,34.900,64.472,25.728,42.375,121.796,51.316
456,87.231,62.909,29.394,278.375,89.902,22.458,41.000,162.456,47.570,18.000,128.010,105.200,70.167,130.766,21.490,8.452,64.024,99.587,315.154,136.763,107.138,56.214,125.776,100.574,31.231,120.847,89.048,27.885,81.261,40.713,14.333,158.430,41.260,17.000,116.775,91.980,5.833,130.810,130.943,285.750,137.103,22.950,176.108,159.609,20.566,8.875,104.935,80.445,52.387,107.302,17.140,44.143,79.287,26.017,196.500,87.256,19.629,620.257,121.682,36.590,83.081,161.213,55.957,22.258,162.131,66.776,230.692,156.456,23.570,306.667,146.827,15.690,16.000,111.042,38.080,109.459,131.540,109.476,37.389,101.063,17.384,152.750,84.737,21.374,0.000,NaN,NaN,18.318,127.967,25.178,84.324,112.374,28.195,73.471,80.135,31.035,47.154,130.030,34.048,21.000,116.117,97.759,37.769,13.762,61.283,94.235,116.696,21.008,129.250,114.649,36.862,34.071,65.221,117.131,17.188,142.267,82.021,47.000,131.148,17.650,0.065,84.165,36.115,234.429,150.576,12.482,22.286,114.855,83.070,45.462,135.452,14.940,35.043,137.375,77.989,334.500,150.831,21.207,194.375,14.646,55.660,26.562,79.832,16.330,33.583,77.967,49.117,30.133,85.344,47.878,169.355,121.078,17.489,274.500,110.606,25.046,18.900,64.635,26.505,49.812,121.482,51.648
457,8.462,62.936,29.484,401.750,89.943,22.532,60.786,162.281,48.020,21.875,127.902,105.308,107.167,131.022,21.431,11.097,64.172,99.503,275.692,136.685,107.163,52.143,125.531,100.291,35.385,120.862,89.763,12.154,80.907,41.254,22.333,157.923,40.790,1.529,115.475,91.915,10.333,131.223,130.477,200.500,137.191,22.904,204.811,159.504,20.389,55.625,105.309,80.547,78.645,107.111,17.399,24.238,79.100,25.847,267.375,87.076,19.667,125.543,121.855,36.579,122.270,161.071,55.891,36.000,162.092,65.721,229.308,156.456,23.680,308.381,146.724,15.737,21.608,110.134,38.201,50.486,131.542,109.090,15.000,101.573,17.856,67.875,84.718,21.474,97.250,118.897,14.735,15.364,128.158,25.212,125.676,112.396,28.340,65.000,80.272,30.676,61.385,129.846,34.180,0.125,115.785,98.115,72.462,13.907,61.437,116.000,116.693,20.515,54.250,114.724,36.959,30.500,65.357,116.862,9.938,142.371,82.824,78.462,131.130,17.630,20.000,84.758,35.364,250.429,150.450,12.346,2.571,114.855,83.545,11.692,135.619,14.878,66.522,137.473,78.388,288.125,150.789,21.241,270.750,14.637,55.752,50.125,79.992,16.067,28.583,77.969,48.804,18.400,85.090,47.866,213.935,120.916,17.605,466.500,110.448,24.993,45.900,64.902,26.195,50.062,121.576,51.432
458,38.923,62.633,29.345,220.688,89.940,22.521,63.143,162.332,47.729,35.438,128.138,105.208,99.778,131.003,21.475,2.774,64.339,99.031,356.000,136.781,107.089,35.714,125.303,100.454,40.769,121.156,89.433,18.846,81.569,40.900,15.556,158.180,41.060,7.353,116.442,91.384,28.722,131.052,130.429,267.500,137.210,22.861,221.622,159.544,20.536,27.750,105.468,80.194,20.323,107.153,17.014,32.000,78.977,25.973,316.000,87.077,19.606,40.286,121.692,36.259,89.784,161.063,55.826,10.839,162.189,66.085,210.615,156.424,23.469,472.952,146.797,15.614,23.020,110.926,37.939,84.270,131.337,109.157,14.222,101.590,17.549,135.750,84.903,21.379,128.750,118.782,14.763,19.591,128.200,24.758,103.135,112.422,28.188,31.765,80.165,31.209,68.538,129.744,34.306,2.750,116.095,97.213,21.923,13.995,61.362,140.588,116.703,20.949,80.250,114.822,36.628,11.500,65.372,116.875,20.688,142.161,82.371,83.462,130.912,17.814,6.710,84.696,35.328,201.714,150.538,12.335,25.429,114.980,83.176,57.538,135.370,15.025,82.087,137.430,78.029,312.875,150.835,21.034,169.000,14.589,55.777,19.688,80.962,16.293,37.750,78.203,49.581,19.167,85.146,48.208,116.387,121.064,17.701,205.750,110.543,25.027,16.600,64.586,25.749,55.188,121.786,51.416
459,24.308,62.902,29.463,259.500,89.979,22.699,60.643,162.312,47.684,56.188,128.460,105.207,145.833,130.857,21.536,4.194,64.625,98.787,281.769,136.704,107.151,58.714,125.568,100.554,18.692,121.017,89.435,41.346,81.802,40.935,10.778,157.633,41.118,2.882,116.032,92.352,5.333,131.285,130.555,173.667,137.118,22.903,194.973,159.597,20.563,37.125,105.618,80.413,47.032,106.764,17.292,12.333,79.374,25.064,305.750,87.094,19.582,30.229,121.487,36.567,74.378,161.146,55.483,3.677,162.182,66.038,171.615,156.372,23.533,3352.095,146.764,15.646,8.588,110.672,37.422,61.297,131.432,109.308,15.278,101.587,18.023,125.625,84.768,21.374,162.500,118.751,14.815,19.545,127.982,25.187,89.622,112.411,28.126,95.294,80.175,31.009,78.462,129.920,33.992,33.750,116.251,97.686,75.692,13.825,61.446,184.941,116.749,20.914,55.500,114.919,36.665,63.429,65.234,116.997,16.688,141.853,82.699,78.615,131.169,17.729,16.065,84.841,35.224,154.000,150.584,12.261,0.143,115.165,83.545,55.231,135.509,14.682,100.783,137.491,77.896,388.500,150.828,21.026,210.375,14.656,55.868,52.250,80.326,16.068,36.917,77.963,49.218,19.767,85.325,47.927,179.935,121.183,17.494,149.250,110.556,25.229,35.800,64.532,25.443,22.000,121.905,51.731
460,33.846,63.066,29.099,265.250,89.938,22.487,78.214,162.344,48.303,5.188,127.528,105.167,104.944,130.887,21.385,2.065,64.441,98.793,359.000,136.701,107.074,79.786,126.095,100.416,3.231,121.417,89.280,15.885,81.271,40.783,4.722,158.109,41.356,3.765,115.785,92.225,5.389,131.576,131.010,247.333,137.216,22.949,231.405,159.649,20.391,33.125,105.067,80.732,43.613,107.171,17.041,13.429,79.008,25.559,281.875,87.042,19.543,38.086,121.824,36.734,121.243,160.964,56.077,8.774,161.980,66.153,253.077,156.396,23.622,2035.619,146.776,15.655,11.647,110.584,37.755,103.405,131.562,109.514,21.667,101.362,17.351,100.375,85.073,21.440,218.500,118.711,14.769,18.409,128.117,24.971,119.568,112.634,28.498,127.412,80.257,31.066,73.154,129.730,34.115,10.500,115.962,97.632,35.692,13.913,61.266,130.588,116.758,20.955,31.500,114.796,36.996,55.786,65.574,116.936,11.875,142.226,82.799,109.077,130.958,17.676,9.613,84.169,35.489,217.429,150.479,12.472,35.000,115.285,83.353,45.077,135.727,14.855,43.565,137.569,77.588,386.250,150.785,20.979,214.875,14.610,55.810,18.562,79.688,16.295,47.667,78.127,48.858,18.967,84.981,48.084,166.000,121.089,17.482,401.250,110.577,25.124,52.400,64.684,25.990,44.250,121.552,51.017
461,42.308,63.148,29.650,365.750,89.890,22.516,88.429,162.399,47.843,17.188,128.047,104.959,159.444,130.847,21.456,13.613,64.313,99.909,388.923,136.732,107.165,21.357,126.028,100.315,18.538,121.505,89.508,21.231,81.640,41.123,24.278,158.242,41.225,32.765,116.460,91.868,10.333,131.422,130.515,297.667,137.356,22.903,234.108,159.587,20.695,6.750,105.584,80.359,49.935,107.228,17.183,52.905,79.186,25.827,251.062,87.054,19.596,49.314,121.885,36.426,71.459,161.098,55.729,24.774,162.109,66.297,171.846,156.475,23.522,1268.190,146.786,15.660,18.353,111.368,37.825,81.946,131.510,109.521,7.000,101.249,17.326,107.125,84.769,21.181,143.500,118.926,14.752,13.273,128.272,25.204,115.676,112.249,28.278,46.000,80.216,31.045,91.692,129.845,34.194,6.500,116.411,97.495,30.769,13.932,61.705,157.765,116.867,20.833,23.750,114.855,37.286,33.071,65.657,117.083,9.875,142.135,82.998,56.538,131.124,17.589,11.032,84.854,35.836,315.714,150.448,12.353,17.429,115.193,82.940,66.615,135.517,14.983,48.522,137.352,77.918,250.938,150.819,21.007,307.125,14.719,55.808,15.250,79.805,16.650,44.083,78.344,48.714,19.167,85.320,47.711,158.323,121.054,17.567,224.500,110.563,24.964,3.000,64.325,25.575,40.625,121.500,51.969
462,48.462,62.887,29.374,330.125,90.017,22.567,69.286,162.476,47.878,10.438,127.636,104.749,342.500,131.014,21.389,3.290,64.562,98.607,298.385,136.601,107.223,80.214,126.131,100.432,4.462,121.370,89.440,24.231,81.870,40.807,1.278,158.255,41.075,11.000,116.718,91.933,19.722,130.904,130.782,165.667,137.259,22.891,201.784,159.611,20.156,9.125,105.534,80.445,67.419,106.919,17.419,24.952,79.139,25.750,264.250,87.109,19.576,42.000,121.964,36.783,54.973,161.282,55.875,15.548,162.383,66.159,217.000,156.383,23.521,834.762,146.848,15.684,21.333,110.710,37.668,86.595,131.478,108.976,9.667,101.172,17.358,162.000,84.807,21.356,196.000,118.794,14.918,27.864,127.474,25.013,64.919,112.395,28.163,72.882,80.277,31.179,44.154,129.602,34.027,15.625,116.105,98.115,30.923,13.739,61.034,62.471,116.665,20.769,13.250,114.855,36.893,46.143,65.460,117.393,26.250,142.052,82.481,34.923,131.241,17.443,22.000,84.904,35.834,298.857,150.404,12.600,0.000,NaN,NaN,30.538,135.596,15.153,103.478,137.425,78.004,374.438,150.829,21.155,236.625,14.603,55.703,35.625,80.558,16.408,34.667,78.326,49.237,15.833,85.045,47.850,214.516,120.942,17.462,401.000,110.567,25.083,14.600,64.374,25.102,49.000,121.715,51.581
463,22.846,62.754,29.538,285.750,89.899,22.555,49.000,162.326,47.664,17.375,127.934,105.610,1378.000,130.865,21.491,16.323,64.307,98.370,344.154,136.725,107.195,74.929,125.860,100.624,24.000,120.855,89.467,14.808,82.104,41.296,8.889,158.534,41.253,21.118,116.584,91.561,28.333,130.689,130.636,293.333,137.160,22.931,215.892,159.597,20.461,35.625,105.729,80.708,66.839,107.095,17.326,23.857,79.412,25.453,246.500,87.128,19.529,49.514,121.893,36.584,108.000,160.918,55.631,2.387,162.344,66.001,298.846,156.427,23.492,2225.619,146.789,15.666,20.392,110.934,38.259,69.784,131.389,109.259,17.667,101.458,17.372,136.500,85.092,21.404,62.500,118.952,14.725,16.500,128.084,25.111,114.973,112.290,28.462,80.176,80.274,31.095,65.231,129.744,34.103,19.000,116.142,97.670,24.923,14.100,61.186,176.000,116.721,20.619,88.500,114.717,36.813,22.500,65.391,117.634,16.875,141.954,82.910,29.385,131.309,17.986,22.065,84.840,35.587,214.857,150.584,12.529,16.714,115.245,83.140,36.615,135.628,14.953,69.130,137.479,77.936,341.375,150.834,21.041,249.625,14.924,55.658,15.250,79.761,16.584,20.750,77.933,49.525,16.733,85.340,47.921,141.032,121.098,17.435,291.750,110.477,25.092,48.600,64.679,25.609,29.375,121.411,51.597
464,10.077,62.884,29.991,338.562,89.819,22.504,100.786,162.477,48.073,39.750,127.932,105.290,1003.611,130.884,21.445,1.226,64.619,99.061,376.154,136.674,107.097,32.214,125.914,100.480,20.615,120.978,89.246,13.538,81.702,40.999,8.056,158.007,41.173,10.588,116.076,92.156,15.611,131.155,130.664,310.500,136.905,22.905,206.216,159.605,20.447,15.750,105.641,80.760,82.065,107.159,16.989,28.000,79.267,25.403,300.500,87.119,19.517,46.029,121.925,36.363,58.541,160.932,56.225,52.968,162.092,66.645,271.308,156.408,23.681,1258.762,146.770,15.718,20.902,110.961,38.145,40.865,131.417,109.459,34.444,101.733,17.131,132.000,84.931,21.432,93.750,118.997,14.680,12.091,128.057,24.725,76.216,112.429,28.318,61.412,80.422,30.917,72.000,129.848,34.219,20.375,115.631,97.763,51.846,13.726,61.518,132.706,116.715,20.962,40.500,115.144,36.766,34.143,65.535,116.748,11.000,142.156,82.597,33.923,131.286,17.924,25.032,84.638,35.636,234.857,150.424,12.522,26.143,115.192,83.213,52.462,135.813,15.123,96.348,137.344,77.819,313.312,150.841,21.050,252.250,14.805,55.777,35.000,79.903,16.131,39.083,78.062,49.547,23.133,84.789,48.098,152.968,121.091,17.536,351.750,110.480,25.019,0.000,NaN,NaN,36.062,121.772,51.565
465,31.000,63.239,29.571,249.688,89.905,22.489,72.357,162.508,47.942,21.000,127.590,105.157,517.278,130.929,21.476,10.774,64.435,99.780,300.538,136.680,107.150,53.357,125.350,100.500,23.385,120.886,89.024,6.154,81.234,41.650,14.167,158.037,40.511,1.353,116.095,92.629,10.611,130.847,130.712,194.417,137.171,23.019,283.135,159.603,20.402,32.500,105.371,80.478,54.129,107.313,17.182,12.619,79.437,26.354,257.688,87.143,19.639,46.629,121.614,36.626,52.000,160.961,56.055,47.742,162.089,66.114,328.923,156.366,23.461,395.333,146.833,15.605,18.863,111.145,37.719,60.000,131.489,109.327,9.611,101.269,17.400,138.750,84.900,21.380,120.750,118.762,14.733,20.136,128.129,25.249,62.324,112.394,28.550,46.353,80.172,31.095,101.154,129.874,34.218,22.375,115.785,98.115,53.385,14.167,61.436,141.176,116.624,20.998,90.500,114.822,36.874,83.643,65.380,117.211,36.250,142.076,82.746,61.000,131.107,17.469,12.065,84.715,35.604,232.857,150.502,12.421,10.143,114.855,83.235,65.923,135.460,15.175,93.913,137.359,77.825,258.250,150.735,20.946,202.625,14.684,55.889,31.250,79.864,16.215,41.250,78.040,48.870,49.700,84.881,48.699,156.194,121.110,17.696,410.000,110.518,25.159,19.700,64.503,25.869,70.312,121.828,51.830
466,7.846,62.635,28.824,352.875,89.884,22.542,93.429,162.448,47.722,20.375,128.225,105.123,179.833,130.879,21.378,10.065,64.325,98.834,268.462,136.731,107.196,53.500,126.047,100.486,21.000,121.333,89.721,11.538,81.848,40.844,17.556,157.922,41.068,4.824,115.880,92.251,14.222,131.234,130.796,262.083,137.254,22.959,208.595,159.642,20.546,25.875,105.592,80.577,38.968,106.931,17.064,3.048,78.793,25.347,306.688,87.134,19.479,53.314,121.548,36.849,71.135,161.102,55.841,29.355,161.918,66.235,214.538,156.419,23.619,214.857,146.748,15.584,7.569,110.395,38.095,117.297,131.541,109.156,25.500,101.512,17.405,124.750,84.637,21.364,22.250,118.909,14.920,14.636,128.135,25.123,74.486,112.222,28.163,49.647,80.065,31.017,50.692,130.083,34.145,13.500,115.791,97.765,84.923,13.975,61.722,119.176,116.718,20.989,110.000,114.937,37.050,44.500,65.414,117.328,20.500,142.009,82.792,38.385,131.564,17.472,20.065,84.748,35.634,265.000,150.429,12.422,12.714,114.886,83.287,59.308,135.709,14.915,63.826,137.446,78.044,272.375,150.864,21.061,154.875,14.611,55.820,19.438,80.233,16.411,42.833,77.903,49.309,25.900,85.200,47.438,216.258,121.034,17.566,359.500,110.515,24.997,18.400,64.743,25.870,30.438,121.839,51.926
467,18.000,62.819,29.027,3300.812,89.941,22.590,43.000,162.480,47.864,37.375,127.881,105.424,199.444,130.751,21.349,3.677,64.613,98.860,365.692,136.711,107.151,60.429,125.636,100.535,27.077,121.275,89.244,13.231,81.330,41.076,30.778,158.390,41.158,4.706,116.785,91.605,12.944,131.115,130.889,238.583,137.117,22.994,258.108,159.604,20.467,17.875,105.366,80.497,49.290,107.316,17.272,18.286,78.937,25.837,298.875,87.265,19.584,56.486,121.693,36.388,87.784,161.041,55.957,28.000,162.331,66.591,241.385,156.403,23.709,248.286,146.767,15.663,13.216,110.738,37.751,94.973,131.419,109.184,22.222,101.717,17.312,143.250,84.584,21.339,283.000,118.755,14.794,25.000,128.361,24.660,115.351,112.090,28.433,67.353,80.141,31.128,87.000,130.012,34.334,28.625,116.570,97.648,73.385,13.868,61.584,120.706,116.704,20.956,38.250,114.881,36.660,65.786,65.595,117.152,29.250,141.993,82.867,38.000,131.150,17.839,9.161,84.206,35.650,331.000,150.426,12.412,31.571,115.427,83.450,38.000,135.377,15.049,55.304,137.287,78.305,328.812,150.778,21.022,243.875,14.730,55.759,32.312,79.950,16.071,37.167,78.020,49.211,22.500,85.169,47.872,197.871,121.016,17.649,313.750,110.550,25.149,9.800,64.325,26.195,31.938,121.618,51.842
468,31.077,63.068,29.426,3166.719,89.910,22.578,70.714,162.365,48.044,40.000,128.197,105.306,138.222,130.798,21.447,16.774,64.218,98.916,262.923,136.591,107.114,33.143,125.886,100.578,16.923,121.016,89.173,14.500,82.238,41.417,15.444,158.073,41.165,5.706,116.459,92.123,10.389,131.631,131.147,240.500,137.436,22.853,283.514,159.507,20.350,9.125,105.547,80.649,48.968,106.841,17.076,30.619,79.418,25.505,440.125,87.218,19.536,45.371,121.832,36.527,123.297,161.055,56.056,14.387,161.897,66.286,222.769,156.477,23.604,271.619,146.916,15.661,24.863,111.244,37.829,56.541,131.522,109.466,40.444,101.444,17.354,164.250,84.798,21.350,128.750,118.709,14.904,18.545,127.993,24.669,123.135,112.272,28.199,53.529,80.427,31.049,107.846,129.778,34.426,60.250,116.235,97.225,68.308,13.716,61.508,210.824,116.716,21.046,109.500,114.824,36.666,56.500,65.284,117.168,26.625,142.070,83.147,41.692,131.244,17.796,11.548,84.527,35.585,259.429,150.463,12.471,2.857,114.855,83.235,70.000,135.549,15.166,71.043,137.412,78.205,284.312,150.872,21.107,211.000,14.543,55.819,26.688,80.015,16.427,35.167,78.281,48.749,24.800,85.162,47.630,200.258,121.053,17.721,1211.500,110.460,25.091,19.300,64.436,25.927,64.312,121.854,51.702
469,15.308,62.632,29.540,2739.281,89.944,22.552,32.500,162.270,48.156,51.500,128.217,105.199,125.556,130.818,21.557,13.548,64.285,99.966,380.769,136.769,107.093,81.000,125.746,100.423,22.000,120.916,89.501,17.500,81.603,41.454,12.556,157.717,41.091,1.118,116.568,91.850,10.833,130.560,131.104,219.500,137.240,22.952,198.541,159.536,20.304,27.875,105.284,80.519,56.839,106.846,16.931,24.714,78.780,25.663,395.500,87.214,19.503,52.543,121.664,36.821,104.486,160.982,55.801,29.742,162.346,65.888,196.462,156.366,23.781,165.238,146.813,15.470,11.882,110.796,37.570,85.081,131.426,109.161,11.944,101.623,17.407,206.625,85.019,21.523,98.000,118.894,14.845,28.409,128.154,24.874,80.757,112.285,28.225,46.588,80.294,31.004,79.846,129.896,34.153,11.625,116.045,97.542,83.769,14.201,61.271,153.765,116.612,21.031,55.500,114.774,36.735,48.143,65.605,117.271,19.062,141.735,82.510,42.308,131.121,17.780,11.419,84.776,35.472,231.143,150.428,12.366,29.571,115.165,82.730,59.231,135.535,14.817,59.217,137.512,77.956,371.750,150.730,21.018,310.625,14.694,55.827,31.188,80.213,16.377,22.750,78.258,49.221,19.167,84.903,48.320,181.032,121.162,17.666,712.750,110.507,25.117,4.100,64.166,25.651,20.625,121.443,51.619
470,17.692,62.683,29.616,1484.500,89.958,22.520,71.929,162.457,48.242,15.250,127.790,105.185,90.056,130.885,21.227,10.968,64.438,99.182,398.154,136.751,107.167,49.857,125.340,100.404,27.692,121.192,89.265,14.885,81.522,41.292,2.889,158.100,41.308,6.294,115.805,92.515,4.833,131.285,130.729,273.417,137.200,22.881,225.135,159.552,20.440,84.250,105.712,80.480,43.419,107.135,17.405,48.810,79.515,25.985,293.875,87.182,19.526,32.886,121.641,36.435,77.459,161.075,56.243,22.258,162.035,66.415,194.077,156.432,23.764,200.667,146.902,15.711,13.843,110.619,37.627,58.378,131.405,109.286,12.778,101.835,17.542,43.625,85.091,21.350,158.500,118.683,14.839,23.727,128.458,25.061,134.486,112.422,28.138,61.706,80.199,30.901,40.462,130.017,34.341,23.000,115.980,98.019,60.231,14.120,61.673,128.000,116.780,20.965,69.750,114.934,36.708,52.000,65.486,117.310,39.375,142.231,83.060,43.846,131.171,17.538,4.323,84.623,35.208,241.143,150.528,12.471,62.286,115.110,83.050,43.385,135.455,15.083,27.043,137.629,78.323,379.062,150.855,21.076,206.125,14.561,55.744,27.938,80.301,16.247,26.917,78.200,49.257,29.133,84.740,48.116,175.355,121.073,17.437,196.500,110.604,24.976,20.600,64.587,25.447,71.562,121.677,51.552
471,13.308,62.485,28.933,1679.812,89.965,22.500,82.929,162.381,48.328,28.750,128.378,105.457,137.944,130.874,21.540,23.161,64.890,99.304,347.231,136.671,107.081,56.500,125.489,100.610,12.077,121.021,89.538,3.500,81.297,41.317,1.556,158.421,41.618,3.588,115.836,91.483,7.333,131.109,130.799,236.917,137.046,23.027,233.189,159.591,20.472,32.500,105.507,80.546,86.452,107.172,17.294,26.381,79.219,25.799,284.625,87.090,19.577,68.200,121.870,36.727,77.297,161.138,56.094,29.355,161.986,66.323,206.615,156.407,23.619,247.810,146.764,15.767,31.098,110.746,38.109,61.189,131.492,109.097,14.389,101.263,17.371,188.125,84.891,21.276,217.000,118.679,14.833,19.955,128.137,25.158,71.730,112.561,28.325,103.529,80.079,31.172,99.692,129.690,34.088,12.875,116.233,97.384,45.923,13.740,61.445,163.412,116.622,20.824,97.500,114.789,36.838,44.643,65.385,117.182,12.250,141.944,83.226,16.385,131.051,17.713,23.355,84.567,35.444,283.286,150.540,12.323,43.857,115.348,82.885,64.000,135.853,15.014,50.174,137.406,78.294,345.000,150.771,21.161,283.125,14.719,55.752,25.500,79.597,16.447,17.833,78.171,48.979,34.767,85.323,47.907,178.065,121.086,17.452,166.250,110.446,24.968,20.100,64.451,26.457,57.938,121.692,51.542
472,16.615,62.868,29.520,2059.938,89.915,22.554,57.071,162.474,47.684,29.250,128.207,105.524,176.056,130.922,21.556,12.839,64.158,99.286,311.615,136.653,107.107,56.500,125.547,100.416,52.769,121.305,88.960,20.154,81.774,40.753,9.444,157.606,41.130,4.647,116.742,91.648,5.056,130.839,131.050,241.083,137.133,22.788,239.622,159.561,20.422,72.250,105.513,80.441,34.903,107.334,17.369,19.095,79.558,25.855,307.688,87.193,19.443,51.429,121.675,36.757,52.649,161.017,56.085,17.097,162.212,66.568,344.462,156.359,23.460,219.333,146.752,15.623,21.451,110.690,38.285,69.405,131.412,109.480,33.889,101.194,17.396,161.375,84.882,21.294,32.250,118.772,14.735,15.773,128.426,25.094,95.351,112.424,28.209,41.647,80.185,30.999,48.538,129.798,34.452,10.625,116.095,97.404,91.000,14.105,61.543,112.000,116.703,20.735,17.000,114.855,36.534,40.214,65.485,117.056,6.625,142.006,82.504,23.846,131.465,17.789,34.839,84.819,35.889,241.857,150.483,12.316,28.143,115.431,83.567,12.077,135.811,15.229,67.652,137.487,78.215,223.312,150.654,21.061,222.000,14.855,55.918,21.875,79.641,16.391,36.250,77.946,48.661,30.167,85.041,47.711,177.226,121.065,17.629,393.500,110.461,25.040,0.000,NaN,NaN,30.500,121.885,51.413
473,18.231,62.775,29.442,807.188,89.911,22.465,57.500,162.318,47.723,23.500,128.304,105.311,161.278,130.716,21.460,3.613,64.629,98.613,285.308,136.678,107.206,44.214,125.992,100.442,16.538,121.398,89.909,11.962,81.858,41.326,24.611,157.965,40.934,29.412,116.455,92.384,6.889,130.833,131.238,246.000,137.268,23.000,305.405,159.629,20.430,48.500,105.946,80.522,54.452,107.050,17.193,26.190,79.080,26.020,210.062,87.027,19.605,47.429,121.922,36.384,63.351,161.298,55.958,26.194,162.405,66.473,227.000,156.468,23.545,206.000,146.771,15.602,8.431,110.444,37.890,78.919,131.623,109.488,11.667,101.758,17.361,134.500,84.787,21.268,115.250,118.819,14.857,22.909,128.387,24.853,74.378,112.456,28.424,50.588,79.963,31.022,59.846,130.063,34.318,18.625,115.785,98.115,60.692,13.923,61.427,133.765,116.620,20.997,45.750,114.672,36.976,58.643,65.284,117.287,11.438,141.857,82.913,50.923,131.537,17.664,5.871,84.669,35.774,176.000,150.504,12.389,44.000,115.002,82.778,5.231,135.899,14.944,56.609,137.440,77.639,300.938,150.857,21.100,251.500,14.578,55.833,23.688,80.074,16.178,54.083,78.267,49.368,32.700,84.887,47.525,151.290,120.912,17.595,338.250,110.412,25.003,22.700,64.467,26.154,26.000,121.565,51.770
474,18.692,62.908,29.498,367.312,89.960,22.487,158.500,162.332,47.971,28.188,127.788,105.332,136.111,130.836,21.538,12.129,64.210,99.210,320.154,136.790,107.142,51.071,125.942,100.581,13.231,121.046,89.804,17.731,81.464,41.228,7.944,157.986,41.287,4.529,116.715,91.118,25.944,131.100,130.209,228.667,137.244,22.914,222.541,159.638,20.593,47.750,105.535,80.387,46.968,107.045,17.067,18.667,78.818,25.618,270.250,87.211,19.748,49.800,121.864,36.857,69.243,161.178,55.927,13.419,162.406,66.993,180.846,156.398,23.575,230.381,146.799,15.669,27.686,110.991,37.904,78.000,131.421,109.572,21.056,101.667,17.657,155.125,84.794,21.262,221.500,118.776,14.940,26.455,128.253,24.975,97.784,112.526,28.209,50.118,80.054,30.947,44.154,129.580,34.124,344.875,115.956,97.681,97.385,14.050,61.610,134.941,116.751,20.905,51.000,114.916,36.695,49.214,65.487,117.268,16.375,141.928,82.822,51.000,131.041,17.718,7.935,84.858,35.629,201.429,150.568,12.425,2.571,114.855,82.925,17.385,135.796,15.062,94.435,137.455,78.097,342.500,150.684,21.083,271.500,14.666,55.793,36.812,80.069,16.490,52.000,78.460,49.011,11.100,84.873,47.723,166.968,121.024,17.570,285.000,110.387,25.114,25.500,64.251,25.698,52.688,121.814,51.893
