 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16
72,33.077,42.020,102.764,138.500,40.439,107.575,65.200,39.590,84.091,194.182,60.699,87.030,286.182,43.227,80.169,387.750,52.754,80.494,99.125,44.047,95.961,67.818,43.895,75.892,70.857,39.392,75.432,36.250,22.035,91.759,103.667,51.376,69.548,31.750,66.139,76.222,144.706,54.189,87.072,205.750,62.943,63.491,63.200,33.613,95.289,48.077,47.555,63.836
73,96.538,41.918,102.676,84.667,40.647,107.406,69.000,39.420,84.006,169.091,60.641,86.964,185.818,43.301,80.249,275.625,52.892,80.644,109.625,44.007,95.878,74.000,43.734,75.646,92.357,39.430,75.334,100.250,21.894,91.838,19.500,51.284,68.996,47.000,66.164,76.283,65.176,54.213,87.154,291.750,62.903,63.593,48.000,33.666,95.327,39.077,47.398,63.690
74,51.077,42.184,103.021,51.333,40.739,107.531,76.400,39.479,83.866,219.818,60.583,87.066,133.455,43.226,80.146,198.625,52.921,80.629,72.500,43.888,96.119,81.818,43.814,75.861,63.857,39.542,75.659,145.000,21.838,91.699,33.333,51.359,69.347,56.625,66.067,76.488,96.588,54.172,87.021,341.250,62.799,63.507,87.800,33.715,94.996,36.923,47.502,63.966
75,67.615,42.055,102.766,51.167,40.717,107.323,29.300,39.363,83.856,140.727,60.562,86.967,101.818,43.206,79.983,234.375,52.843,80.580,124.625,43.959,95.878,24.909,43.655,75.623,97.714,39.387,75.646,88.500,21.718,91.651,38.833,51.768,69.576,31.500,66.042,76.352,86.353,54.065,87.001,177.500,62.807,63.506,51.100,33.605,94.939,47.769,47.631,64.104
76,60.769,42.105,102.809,85.333,40.587,107.573,38.100,39.365,83.930,105.818,60.578,86.973,139.455,43.215,80.068,337.500,52.846,80.573,146.000,44.079,95.852,89.636,43.934,75.930,80.214,39.414,75.650,62.500,21.779,91.901,42.833,51.599,69.644,47.875,66.431,76.332,164.471,54.058,86.692,321.500,62.854,63.509,73.600,33.819,95.136,28.923,47.655,64.050
77,33.923,42.191,102.655,60.667,40.770,107.505,33.400,39.289,84.383,128.182,60.560,87.098,59.818,43.229,80.058,311.125,52.796,80.516,185.375,44.093,95.924,30.364,43.726,76.112,99.571,39.293,75.390,52.000,21.898,91.811,55.833,51.563,69.643,21.750,66.260,76.221,106.353,54.136,86.656,297.500,63.069,63.543,33.800,33.726,95.211,57.308,47.305,63.832
78,35.385,42.067,102.667,48.667,40.624,107.707,93.600,39.385,84.015,98.000,60.644,86.957,144.000,43.261,80.214,287.625,52.847,80.570,100.625,44.211,96.223,79.091,43.735,76.039,44.214,39.578,75.792,131.250,21.750,91.662,34.000,51.338,69.476,49.750,66.068,76.368,102.118,53.995,86.861,340.000,62.946,63.500,69.300,33.758,95.377,44.077,47.498,63.871
79,42.308,42.453,102.841,27.833,40.399,107.395,64.000,39.423,83.884,167.455,60.537,87.053,182.727,43.312,80.298,284.375,52.839,80.574,149.625,44.146,96.014,21.818,43.831,75.971,110.286,39.290,75.362,24.000,21.794,91.947,21.667,51.722,69.383,29.375,66.119,76.333,121.647,54.069,86.704,148.000,62.945,63.580,86.700,33.734,95.165,72.231,47.406,63.889
80,44.462,41.815,102.914,61.000,40.773,107.440,35.900,39.229,83.808,174.909,60.567,87.024,113.455,43.236,79.999,238.125,52.918,80.514,167.375,44.165,95.926,65.091,43.859,75.993,103.357,39.387,75.618,64.250,21.908,91.576,12.000,51.098,69.492,45.250,65.941,76.147,128.235,54.056,86.956,168.750,62.938,63.555,67.000,33.797,95.167,52.385,47.473,63.979
81,33.923,42.193,102.960,142.167,40.573,107.549,38.900,39.609,84.171,171.455,60.565,86.863,85.636,43.258,79.943,264.500,52.752,80.558,75.750,43.984,95.991,19.636,43.862,76.053,75.714,39.514,75.697,33.500,21.862,91.487,25.167,51.432,69.673,36.875,66.167,76.208,124.824,54.141,87.138,161.750,62.942,63.593,85.600,33.926,95.201,62.923,47.585,64.105
82,34.692,42.395,102.632,62.833,40.676,107.626,66.500,39.413,84.087,170.545,60.710,86.960,256.909,43.227,80.060,257.375,53.002,80.729,77.625,43.886,95.923,52.545,43.809,75.720,80.929,39.457,75.547,160.500,21.818,91.914,0.833,51.305,69.595,33.375,66.152,76.031,167.294,54.140,86.753,248.000,63.028,63.501,68.800,33.863,95.395,109.615,47.525,64.256
83,49.462,42.032,102.782,90.167,40.784,107.557,33.300,39.332,84.188,235.091,60.673,87.066,98.364,43.326,79.967,181.250,52.836,80.563,129.250,43.995,95.974,48.727,43.767,75.698,87.857,39.346,75.565,111.000,21.877,91.694,32.333,51.565,69.168,71.000,66.106,76.340,97.529,54.128,86.826,199.000,62.930,63.557,49.700,33.803,95.135,56.231,47.739,64.007
84,36.923,42.028,102.854,55.333,40.815,107.442,122.600,39.169,84.117,194.364,60.512,87.114,153.273,43.205,80.275,206.625,52.830,80.536,92.625,44.096,95.968,64.909,43.795,75.581,107.214,39.426,75.513,88.500,21.962,91.677,41.333,51.359,69.395,21.250,66.083,76.227,127.882,54.116,86.830,371.000,62.812,63.543,56.500,33.813,95.550,64.615,47.415,63.811
85,53.692,41.965,102.821,48.500,40.584,107.640,69.900,39.428,84.204,163.091,60.506,86.739,190.545,43.229,80.089,191.625,52.949,80.574,109.000,43.953,95.812,19.818,43.876,75.772,57.643,39.326,75.739,79.250,21.847,91.806,19.667,51.347,69.285,72.000,66.327,76.290,104.706,54.134,86.821,144.000,63.006,63.695,60.000,33.770,95.051,45.077,47.360,64.073
86,54.462,42.043,103.008,89.833,40.694,107.711,89.400,39.308,84.124,94.545,60.645,87.066,133.091,43.222,80.060,273.500,52.825,80.661,104.500,43.837,95.954,91.091,43.796,75.915,77.857,39.456,75.680,108.000,21.774,91.848,32.500,51.677,69.385,28.000,66.235,76.447,133.529,54.108,86.874,214.000,62.923,63.604,86.700,33.735,95.337,48.846,47.398,64.006
87,55.769,42.025,102.347,85.833,40.595,107.459,15.000,39.387,84.198,121.455,60.620,87.015,95.636,43.333,79.995,181.125,52.930,80.687,116.625,44.199,95.992,70.182,43.974,75.541,50.714,39.356,75.729,109.000,21.998,91.803,45.833,51.484,69.686,53.625,66.108,76.289,100.824,54.265,87.040,178.750,62.900,63.496,97.300,33.800,95.253,60.154,47.353,64.130
88,65.462,42.028,102.784,95.167,40.565,107.495,73.300,39.426,84.057,133.455,60.562,86.830,104.364,43.348,80.279,238.375,52.926,80.633,37.375,44.059,95.864,6.909,43.979,75.909,80.214,39.451,75.488,63.000,21.857,91.691,42.833,51.477,69.333,19.375,66.145,76.283,86.588,54.231,86.862,296.000,62.956,63.497,47.700,33.714,95.377,47.308,47.530,64.066
89,35.692,41.816,102.764,73.833,40.705,107.600,55.300,39.444,83.817,184.727,60.527,86.988,55.818,43.277,80.147,154.125,53.043,80.551,84.750,43.982,96.248,11.273,43.965,75.485,37.143,39.388,75.480,31.000,21.843,91.670,24.333,51.560,69.446,17.875,66.059,75.981,218.000,54.109,86.868,208.000,62.829,63.614,71.700,33.878,95.217,65.462,47.556,64.263
90,46.615,42.046,102.958,41.000,40.529,107.632,93.000,39.426,83.887,178.545,60.596,86.968,214.182,43.340,80.183,195.750,52.862,80.558,80.625,44.109,95.827,94.364,44.083,75.578,77.643,39.443,75.319,136.750,21.815,91.885,23.167,51.309,69.107,29.750,66.440,75.933,127.882,54.104,86.931,278.750,62.934,63.575,41.400,33.910,95.146,24.769,47.379,63.816
91,38.462,41.988,102.681,86.500,40.624,107.481,63.500,39.422,84.374,224.000,60.552,86.984,99.818,43.156,80.263,151.250,52.737,80.577,92.750,44.146,96.156,33.636,43.753,75.488,67.143,39.431,75.963,60.750,21.735,91.946,15.500,51.588,69.418,11.625,66.045,76.018,140.471,54.088,87.054,232.500,62.975,63.556,78.200,33.843,95.264,52.154,47.376,64.000
92,23.846,41.857,102.840,43.333,40.668,107.754,95.200,39.253,84.091,198.727,60.650,87.076,102.000,43.272,80.193,185.375,52.878,80.530,102.375,43.938,95.920,11.455,43.924,76.105,67.500,39.387,75.302,92.000,21.809,91.569,36.333,51.426,69.474,52.750,65.952,76.176,177.647,54.053,86.870,240.750,62.992,63.588,54.600,33.642,94.955,81.385,47.580,64.237
93,24.692,41.841,102.535,107.500,40.668,107.488,43.300,39.277,83.969,132.182,60.643,86.937,134.364,43.308,80.002,246.375,52.877,80.656,72.500,43.930,96.264,86.182,43.960,76.002,63.786,39.364,75.855,94.500,21.909,91.794,31.500,51.458,69.295,21.625,66.276,75.863,131.647,54.022,86.811,243.750,63.036,63.526,64.900,33.705,94.984,54.615,47.117,64.114
94,60.923,42.075,102.670,6.833,40.606,107.415,58.700,39.471,83.975,143.455,60.576,86.972,256.364,43.216,80.199,226.500,52.805,80.467,80.500,44.184,96.133,50.364,43.780,76.017,86.071,39.278,75.586,48.000,22.139,91.915,40.833,51.571,69.385,69.000,66.201,76.083,99.765,54.148,86.729,120.750,63.183,63.553,94.400,33.727,94.948,45.385,47.493,64.167
95,55.000,42.110,102.638,43.500,40.695,107.529,43.200,39.591,84.177,195.091,60.601,86.935,123.455,43.264,80.176,244.000,52.863,80.645,68.750,43.903,95.975,76.909,44.087,75.856,77.357,39.236,75.654,74.750,21.850,91.855,25.333,51.399,69.379,48.875,66.267,76.339,109.059,54.223,86.877,167.000,62.996,63.560,116.400,33.762,95.426,47.615,47.333,64.059
96,33.846,41.930,102.835,107.500,40.714,107.735,50.600,39.555,84.235,215.273,60.682,86.989,170.000,43.180,80.066,241.000,52.769,80.557,133.750,44.058,96.223,46.545,43.969,75.778,59.786,39.245,75.824,73.000,22.013,91.910,16.667,51.305,69.173,30.875,66.107,76.477,67.059,54.115,86.898,191.500,62.914,63.622,60.700,33.627,94.993,38.231,47.599,64.172
97,25.000,42.154,102.840,20.500,40.465,107.733,69.700,39.395,84.109,187.636,60.764,87.040,100.182,43.310,80.160,207.625,53.015,80.564,66.625,43.907,95.951,46.545,43.928,75.734,62.143,39.399,75.728,95.500,21.866,91.697,21.833,51.352,69.612,41.000,66.548,76.159,118.353,54.104,87.222,302.750,62.802,63.590,74.500,33.884,95.150,9.000,47.328,64.354
98,36.462,42.351,102.588,68.500,40.678,107.477,32.200,39.532,84.059,170.545,60.570,86.885,122.727,43.307,80.192,193.750,52.916,80.603,54.875,43.926,95.822,72.182,43.916,75.533,72.286,39.377,75.769,163.250,21.766,91.715,5.333,51.605,69.004,44.875,66.206,76.436,105.765,54.071,87.062,111.500,62.965,63.583,40.900,33.905,95.188,56.385,47.286,64.046
99,27.231,42.093,102.683,128.333,40.462,107.550,38.800,39.264,84.279,246.000,60.670,86.905,291.636,43.319,80.216,188.750,52.944,80.645,42.625,44.002,96.017,54.909,43.892,75.485,77.000,39.382,75.850,91.000,21.891,91.761,78.500,51.387,69.528,59.625,66.368,76.108,104.235,54.108,86.926,210.750,62.954,63.577,66.000,33.828,95.232,30.692,47.301,64.091
100,74.154,42.088,102.580,60.500,40.469,107.395,50.600,39.634,84.031,170.182,60.539,87.094,138.727,43.231,80.183,225.375,52.933,80.617,65.875,43.857,95.840,54.727,43.909,75.617,47.786,39.448,75.331,73.000,21.778,91.808,21.167,51.281,69.646,50.500,66.312,75.949,99.882,54.149,87.008,307.250,62.938,63.572,83.400,33.872,95.393,41.923,47.315,64.110
101,39.154,42.448,102.805,51.333,40.692,107.538,75.500,39.501,84.125,127.091,60.582,86.951,298.000,43.089,80.296,225.875,52.868,80.687,67.750,44.086,95.868,96.909,43.926,75.819,79.786,39.293,75.495,90.500,21.680,91.703,25.167,51.605,69.232,41.375,66.225,76.220,168.941,54.074,86.876,293.000,62.742,63.566,53.800,33.864,95.195,45.308,47.677,64.281
102,68.154,42.144,102.597,65.000,40.624,107.879,49.300,39.392,83.998,225.091,60.669,87.051,132.545,43.309,80.251,185.500,52.837,80.657,138.625,44.013,96.053,31.818,43.929,75.737,63.429,39.333,75.422,74.000,21.829,91.786,55.000,51.544,69.442,28.375,66.330,76.190,74.000,54.133,87.032,243.750,62.868,63.565,73.200,33.758,95.114,69.385,47.388,63.981
103,37.923,42.011,102.655,37.333,40.599,107.436,44.900,39.477,83.952,102.364,60.604,87.078,193.455,43.190,80.173,139.125,52.699,80.796,97.875,44.145,95.896,36.000,43.816,75.891,86.500,39.334,75.817,130.000,21.912,91.664,8.667,51.597,69.559,35.375,66.196,76.158,163.176,54.026,86.962,240.750,62.945,63.578,48.500,33.754,95.399,68.000,47.670,64.244
104,37.846,42.185,102.691,25.667,40.574,107.753,61.600,39.463,84.357,169.273,60.675,86.843,153.273,43.166,80.117,194.125,52.895,80.701,58.625,44.046,95.966,65.273,43.835,75.732,103.071,39.308,75.593,80.250,21.864,91.979,26.000,51.341,69.688,49.125,66.221,76.202,146.353,54.005,86.824,286.500,62.804,63.609,58.600,33.964,95.096,86.231,47.417,64.172
105,47.615,42.197,102.692,63.667,40.829,107.740,58.900,39.389,84.018,184.182,60.605,87.006,81.273,43.285,80.231,135.625,52.780,80.469,153.000,43.943,95.895,102.909,43.921,75.699,101.214,39.368,75.687,49.250,21.820,91.437,54.333,51.477,69.162,22.000,66.310,76.299,137.647,54.093,86.709,349.750,63.069,63.557,93.000,33.717,95.202,57.154,47.374,63.680
106,29.692,42.033,102.727,67.333,40.849,107.485,47.500,39.255,84.029,188.909,60.683,86.999,173.273,43.189,80.196,194.000,52.914,80.563,90.375,44.087,95.883,63.636,43.861,75.661,102.643,39.389,75.614,77.500,21.885,91.865,22.500,51.525,69.423,53.875,66.204,76.114,135.176,54.131,86.856,279.500,62.914,63.581,91.900,33.687,95.428,67.154,47.426,63.987
107,56.769,42.031,102.675,63.167,40.560,107.579,69.600,39.350,83.870,221.273,60.612,87.112,88.909,43.180,80.124,181.750,52.839,80.575,47.000,44.045,95.754,110.727,43.846,75.821,64.071,39.338,75.652,138.250,21.803,91.682,12.500,51.458,69.178,54.375,66.045,76.404,153.294,54.084,86.752,202.250,62.946,63.580,100.900,33.734,95.218,22.846,47.735,63.891
108,23.846,42.250,102.793,36.833,40.541,107.665,68.700,39.460,84.140,275.455,60.542,87.060,189.273,43.210,80.221,196.750,52.926,80.653,117.375,43.843,95.974,70.909,43.734,75.762,78.929,39.373,75.718,146.500,21.944,91.791,32.167,51.666,69.327,59.500,65.934,76.242,121.294,54.160,86.998,324.750,62.870,63.522,49.300,33.729,95.287,50.154,47.399,63.892
109,65.000,42.241,102.760,42.000,40.706,107.596,26.300,39.316,84.013,261.455,60.599,87.058,286.909,43.291,80.327,167.625,52.835,80.601,162.250,43.883,95.945,92.909,44.042,75.825,65.071,39.352,75.365,131.500,21.839,91.989,72.833,51.558,69.511,27.750,66.164,75.999,133.294,54.137,86.858,200.750,62.978,63.555,78.500,33.860,95.231,70.846,47.365,63.918
110,21.769,42.360,102.424,105.500,40.567,107.680,63.300,39.215,84.129,98.727,60.679,87.224,123.455,43.195,80.111,157.375,52.872,80.609,55.500,44.148,95.701,101.455,43.926,75.901,42.429,39.439,75.702,113.000,21.972,91.856,24.667,51.470,69.189,53.750,66.409,76.116,102.000,54.044,86.776,312.500,62.980,63.566,67.800,33.650,95.368,51.462,47.337,64.115
111,33.385,41.959,102.891,55.667,40.480,107.706,57.900,39.584,83.804,277.818,60.581,86.939,282.000,43.236,80.127,148.500,52.855,80.539,75.875,44.053,95.985,211.091,43.865,75.593,71.571,39.335,75.873,100.750,21.759,91.697,25.333,51.699,69.485,36.500,66.490,76.412,114.000,54.165,86.903,289.250,63.034,63.523,63.600,33.927,95.495,66.615,47.353,63.992
112,35.769,42.144,102.811,64.000,40.570,107.557,59.200,39.316,84.113,256.545,60.593,87.094,284.727,43.263,80.035,230.750,52.919,80.531,74.250,44.098,96.128,297.636,43.864,75.893,71.786,39.457,75.656,88.750,21.974,91.765,126.500,51.409,69.523,62.500,66.390,76.398,172.471,54.034,86.769,330.000,63.032,63.530,92.100,33.815,95.082,164.769,47.587,64.037
113,56.769,42.235,102.893,84.333,40.780,107.781,41.400,39.268,84.105,148.727,60.639,86.991,239.273,43.188,80.159,193.625,52.906,80.640,32.375,44.277,96.005,215.818,43.900,75.688,101.286,39.350,75.492,43.250,21.837,91.567,80.833,51.434,69.521,35.625,66.533,76.241,171.529,54.056,86.660,371.750,62.860,63.558,77.700,33.761,95.255,150.846,47.409,63.879
114,45.462,42.442,102.729,68.000,40.475,107.389,120.900,39.464,84.121,203.818,60.580,87.065,296.364,43.197,80.044,186.875,52.950,80.699,99.750,44.071,95.717,244.545,43.890,75.757,73.571,39.286,75.726,74.500,21.796,91.688,141.000,51.444,69.352,55.750,66.240,76.147,154.235,54.143,86.981,339.500,62.891,63.543,70.900,33.916,95.172,76.308,47.450,63.953
115,32.692,42.298,102.838,55.000,40.560,107.517,221.100,39.431,84.038,151.273,60.667,86.893,149.273,43.158,79.915,176.500,52.800,80.540,80.500,44.114,95.620,200.909,43.872,75.780,122.643,39.474,75.681,64.750,21.679,91.708,65.833,51.439,69.429,31.625,66.194,76.130,110.118,54.172,86.502,340.500,62.840,63.548,49.700,33.792,95.235,173.231,47.580,63.969
116,32.231,42.047,102.799,32.667,40.754,107.448,318.600,39.388,83.981,231.455,60.553,86.946,88.364,43.151,80.181,225.625,52.834,80.541,53.125,43.833,96.089,109.455,43.843,75.874,89.214,39.436,75.717,96.500,21.781,91.791,68.000,51.560,69.442,57.375,66.316,76.097,132.588,53.951,86.748,228.250,62.767,63.541,36.500,33.799,95.248,125.923,47.397,64.067
117,34.308,42.134,102.627,54.167,40.681,107.812,196.100,39.363,84.087,175.818,60.722,86.901,167.818,43.329,80.121,147.750,52.859,80.619,45.625,44.037,95.816,106.909,43.929,75.704,101.071,39.215,75.434,36.250,21.941,91.966,45.000,51.451,69.439,82.375,66.209,76.203,144.471,54.145,86.810,252.250,62.885,63.484,95.200,33.747,95.330,144.769,47.368,63.918
118,40.154,42.122,102.654,31.000,40.567,107.430,223.600,39.367,84.069,160.727,60.524,86.979,159.273,43.167,80.219,202.500,52.902,80.578,62.500,43.922,96.134,15.818,43.608,75.645,67.214,39.377,75.821,109.250,21.711,91.809,38.500,51.705,69.412,54.000,66.103,76.207,70.235,53.963,86.746,325.750,62.961,63.526,38.100,33.777,95.434,128.231,47.535,64.057
119,51.462,42.150,102.749,97.167,40.730,107.468,123.900,39.320,84.070,183.273,60.670,87.055,144.545,43.296,80.328,189.875,52.706,80.521,115.875,44.054,95.979,76.000,43.979,75.813,332.429,39.418,75.484,68.000,21.927,91.686,102.167,51.290,69.378,70.250,66.194,76.433,158.471,54.135,86.784,208.750,62.983,63.585,93.500,33.690,95.155,74.308,47.417,63.969
120,38.923,42.033,102.975,98.167,40.626,107.441,104.400,39.394,83.870,231.273,60.635,86.972,171.818,43.181,80.165,159.625,52.812,80.487,119.750,43.931,96.055,16.000,44.016,75.686,335.357,39.371,75.711,91.250,22.028,91.986,28.167,51.536,69.091,57.250,66.094,76.448,217.529,54.122,86.797,147.250,63.169,63.532,76.600,33.744,95.217,78.077,47.368,64.031
121,50.615,41.974,102.652,53.167,40.546,107.455,188.000,39.371,84.062,191.091,60.658,87.046,202.545,43.182,80.244,175.000,52.940,80.634,84.625,43.999,95.951,55.455,43.784,75.808,299.857,39.293,75.578,99.250,22.003,91.856,41.500,51.360,69.458,32.750,66.299,76.401,101.412,54.153,86.920,199.750,63.021,63.624,62.400,33.992,95.014,87.000,47.305,64.031
122,32.692,42.024,102.732,82.500,40.605,107.680,100.400,39.459,83.779,240.909,60.649,87.032,71.091,43.308,80.374,201.375,52.975,80.578,85.875,44.091,96.016,69.636,43.827,75.724,178.286,39.367,75.611,106.000,21.821,91.638,32.833,51.296,69.372,86.875,66.254,76.180,142.353,54.281,86.968,349.750,62.856,63.576,93.700,33.758,95.179,53.692,47.591,64.102
123,66.538,42.368,102.535,38.500,40.502,107.913,66.300,39.538,83.820,277.273,60.615,87.024,121.636,43.272,80.217,126.000,52.999,80.728,102.500,44.197,95.870,55.273,43.861,75.919,123.000,39.357,75.404,210.500,22.034,91.786,18.833,51.420,69.436,35.500,66.438,76.391,143.059,54.081,86.988,271.000,62.836,63.527,72.000,33.895,95.094,31.615,47.353,63.924
124,68.615,42.140,102.657,51.833,40.739,107.555,98.300,39.383,84.273,160.545,60.652,87.028,146.182,43.255,80.246,207.125,52.938,80.525,97.000,44.155,95.788,45.273,43.797,75.729,69.571,39.266,75.602,93.000,21.938,91.585,23.833,51.485,69.031,65.125,66.178,76.215,139.647,54.160,87.169,292.750,62.921,63.567,115.100,33.620,95.243,48.846,47.543,64.023
125,29.462,42.058,103.060,101.333,40.356,107.587,85.500,39.415,84.013,322.727,60.671,86.924,191.818,43.362,80.163,137.750,52.757,80.603,127.750,43.985,95.981,53.273,43.668,75.886,44.571,39.396,75.506,119.500,21.777,91.517,30.667,51.615,69.824,12.000,66.078,75.918,117.176,54.092,86.964,223.000,62.944,63.548,66.400,33.925,95.193,58.000,47.268,63.907
126,57.538,42.156,102.781,32.667,40.629,107.508,85.400,39.381,83.991,318.545,60.562,86.961,128.182,43.220,80.045,118.375,52.872,80.533,165.000,44.063,96.073,90.182,43.940,75.943,59.643,39.237,75.435,39.750,21.711,91.831,30.833,51.587,69.479,37.875,66.133,76.276,166.471,54.100,86.758,385.250,62.967,63.507,61.200,34.062,94.805,50.000,47.458,64.109
127,24.846,42.136,102.746,57.333,40.646,107.850,107.300,39.381,83.841,247.091,60.632,86.916,141.818,43.299,80.220,265.375,52.967,80.484,229.625,44.021,95.785,47.091,43.869,75.643,69.786,39.352,75.493,78.500,21.957,91.790,11.000,51.324,68.994,75.625,66.137,76.245,143.647,54.123,86.920,84.500,62.951,63.522,97.300,33.879,95.164,38.231,47.380,64.220
128,42.077,42.349,102.879,45.333,40.678,107.866,49.100,39.129,84.143,227.455,60.578,87.027,126.364,43.295,80.260,269.250,52.827,80.607,137.000,44.060,96.023,34.909,44.030,75.780,113.714,39.299,75.770,102.750,21.704,91.628,23.833,51.381,69.482,20.125,66.301,76.490,178.941,54.119,86.875,144.250,62.881,63.547,48.500,33.723,95.221,52.615,47.581,63.927
129,38.615,42.183,102.762,72.667,40.620,107.670,118.700,39.459,84.057,178.545,60.613,86.926,238.364,43.237,80.228,231.625,52.897,80.560,135.750,44.070,95.982,44.182,43.991,75.821,53.714,39.434,75.941,119.500,21.771,91.696,44.667,51.409,69.526,35.000,66.160,76.158,144.118,54.033,86.856,274.500,62.970,63.447,74.700,33.882,94.915,35.615,47.544,64.038
