 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19
491,148.062,66.000,66.127,348.636,63.967,69.184,147.750,70.199,67.730,306.500,73.442,60.716,1316.875,73.464,72.411,494.700,75.829,76.959,382.375,68.254,70.794,106.375,42.357,56.440,233.667,67.302,74.893,328.000,76.120,67.814,654.875,67.751,95.135,206.731,62.529,61.701,373.000,60.811,70.027,170.417,68.146,56.436,409.600,67.190,61.786,98.875,62.229,54.775,140.500,69.868,60.093,58.167,36.383,60.682,484.000,71.319,70.300
492,80.312,65.924,66.132,332.545,63.988,69.117,200.000,70.386,67.637,163.625,73.514,60.721,1440.875,73.497,72.428,458.400,75.760,76.977,431.125,68.228,70.774,126.375,42.574,56.398,232.381,67.263,74.853,198.778,76.136,67.737,823.875,67.720,95.119,211.500,62.433,61.619,337.750,60.840,70.030,154.000,68.097,56.313,256.000,67.176,61.690,54.500,62.339,54.767,387.167,70.031,60.053,54.917,36.119,60.789,766.833,71.434,70.282
493,186.438,65.939,66.158,383.182,63.944,69.193,243.167,70.230,67.620,163.750,73.582,60.696,1272.250,73.470,72.406,366.800,75.761,77.040,373.250,68.254,70.741,54.500,42.182,56.386,244.381,67.362,74.873,244.778,76.104,67.710,854.125,67.755,95.166,304.269,62.577,61.688,160.625,60.824,70.108,194.417,68.120,56.289,229.300,67.121,61.777,64.812,62.282,54.781,196.833,69.851,60.026,37.417,36.590,60.664,682.333,71.350,70.246
494,115.062,65.938,65.996,286.727,63.957,69.181,165.667,70.248,67.632,160.750,73.518,60.801,1081.125,73.495,72.414,470.100,75.779,76.964,318.000,68.260,70.736,183.250,42.159,56.437,207.429,67.336,74.973,345.444,76.015,67.710,532.875,67.738,95.126,230.577,62.580,61.645,252.625,60.791,69.959,86.167,68.005,56.196,302.000,67.143,61.842,58.812,62.157,54.763,122.167,69.711,59.977,74.417,36.224,60.673,1080.667,71.319,70.304
495,84.812,65.891,66.165,257.182,63.959,69.167,266.750,70.329,67.650,97.125,73.475,60.738,692.500,73.489,72.483,456.750,75.772,76.985,347.750,68.270,70.755,68.500,42.307,56.475,180.714,67.202,74.807,317.333,76.091,67.792,853.625,67.775,95.176,250.462,62.477,61.671,281.875,60.847,70.007,143.000,68.101,56.418,278.900,67.134,61.700,35.688,62.167,54.717,122.833,69.759,59.993,64.083,36.583,60.760,879.167,71.351,70.262
496,123.188,66.013,66.047,304.091,63.978,69.263,229.833,70.193,67.658,216.000,73.420,60.676,593.500,73.466,72.384,509.950,75.783,76.987,308.875,68.299,70.838,219.750,42.360,56.418,181.476,67.254,74.887,352.444,76.131,67.858,648.250,67.768,95.090,337.115,62.480,61.635,249.000,60.854,70.090,115.083,68.052,56.418,371.800,67.139,61.859,71.875,62.339,54.713,180.833,69.902,59.918,95.417,36.475,60.711,558.667,71.375,70.263
497,125.875,65.941,66.222,304.727,63.925,69.145,228.333,70.292,67.611,184.375,73.451,60.713,413.125,73.437,72.382,468.700,75.776,76.952,306.500,68.211,70.679,170.250,42.281,56.429,198.619,67.249,74.878,375.889,76.147,67.732,663.750,67.782,95.138,426.615,62.483,61.662,164.000,60.889,70.029,200.333,68.040,56.422,366.400,67.214,61.830,81.188,62.250,54.771,263.667,69.859,59.983,95.667,35.963,60.620,511.333,71.328,70.229
498,76.438,66.053,66.064,262.636,63.952,69.149,288.750,70.296,67.642,218.625,73.486,60.823,298.750,73.434,72.500,428.350,75.750,77.049,434.500,68.234,70.721,112.125,42.289,56.295,304.619,67.289,74.928,284.778,76.172,67.717,1032.250,67.760,95.088,515.923,62.528,61.614,393.875,60.857,70.092,99.667,68.151,56.389,330.700,67.167,61.779,62.500,62.203,54.739,108.000,69.871,60.023,45.333,36.415,60.708,474.000,71.403,70.290
499,164.562,66.000,66.182,379.909,63.974,69.208,220.583,70.288,67.605,188.125,73.514,60.638,405.375,73.490,72.500,584.900,75.764,77.012,329.250,68.260,70.762,79.000,42.293,56.395,202.810,67.283,74.877,345.333,76.162,67.747,852.750,67.761,95.172,460.731,62.573,61.664,229.625,60.845,69.978,171.500,68.144,56.452,419.800,67.126,61.814,46.000,62.304,54.601,158.500,69.857,60.010,83.000,36.282,60.743,471.000,71.329,70.257
500,117.812,65.903,66.002,466.909,63.927,69.179,205.167,70.263,67.673,93.000,73.595,60.843,359.875,73.543,72.501,523.100,75.789,76.971,213.750,68.293,70.682,30.250,42.140,56.369,176.619,67.239,74.876,155.000,76.133,67.695,730.750,67.767,95.113,356.385,62.501,61.661,172.750,60.720,70.001,160.667,68.041,56.377,306.100,67.162,61.787,32.562,62.279,54.686,87.500,69.811,60.059,33.917,36.196,60.794,375.333,71.410,70.198
501,98.188,66.029,66.091,423.727,63.941,69.232,193.250,70.226,67.583,198.875,73.548,60.727,274.250,73.461,72.337,405.700,75.759,76.961,327.000,68.272,70.770,243.375,42.233,56.407,214.952,67.240,74.865,263.556,76.169,67.745,723.000,67.742,95.096,293.885,62.507,61.623,165.875,60.827,70.080,246.667,68.110,56.307,308.300,67.157,61.896,63.188,62.401,54.710,157.333,69.864,59.925,53.167,36.288,60.720,564.833,71.345,70.226
502,111.625,66.075,66.146,375.909,63.935,69.134,234.917,70.344,67.686,123.500,73.568,60.790,519.750,73.467,72.452,410.200,75.760,76.996,321.375,68.179,70.710,122.250,42.225,56.462,200.476,67.213,74.967,362.444,76.094,67.743,773.125,67.759,95.158,213.808,62.511,61.607,225.875,60.779,70.006,194.500,68.057,56.439,227.000,67.188,61.780,50.125,62.327,54.855,171.000,69.933,60.026,143.000,36.559,60.770,371.167,71.416,70.261
503,221.750,66.051,66.126,391.545,63.938,69.169,294.667,70.275,67.657,166.250,73.531,60.683,395.875,73.485,72.380,330.900,75.805,76.947,310.750,68.228,70.711,107.375,42.189,56.384,175.619,67.238,74.954,273.000,76.068,67.753,975.125,67.728,95.108,165.808,62.533,61.705,228.500,60.864,70.048,156.667,68.123,56.384,314.600,67.154,61.896,93.875,62.370,54.730,133.500,69.875,60.020,68.750,36.093,60.694,507.667,71.393,70.232
504,314.062,66.025,66.137,244.000,63.920,69.153,266.083,70.300,67.672,150.625,73.498,60.684,273.625,73.495,72.412,675.800,75.767,77.028,274.750,68.187,70.711,184.875,42.332,56.381,285.429,67.204,74.916,320.222,76.162,67.830,757.875,67.737,95.149,176.077,62.545,61.654,353.500,60.848,70.086,123.250,68.095,56.475,265.500,67.150,61.798,52.750,62.393,54.771,62.000,70.085,60.030,108.167,36.271,60.722,387.000,71.333,70.305
505,203.438,66.003,66.081,365.455,63.938,69.211,379.250,70.258,67.611,147.500,73.476,60.639,210.625,73.518,72.382,606.750,75.739,76.984,313.125,68.232,70.729,230.625,42.298,56.355,174.714,67.103,74.931,279.667,76.140,67.780,856.625,67.756,95.086,253.885,62.547,61.559,268.375,60.828,69.966,195.417,68.167,56.438,303.000,67.164,61.893,93.938,62.261,54.640,89.000,69.916,59.980,93.833,36.387,60.751,429.167,71.390,70.271
506,152.375,66.042,66.065,250.455,63.935,69.220,322.583,70.242,67.656,228.500,73.442,60.727,257.500,73.490,72.402,555.650,75.791,77.008,507.250,68.202,70.715,119.750,42.158,56.481,258.810,67.239,74.921,411.333,76.135,67.787,689.875,67.768,95.120,224.115,62.524,61.699,281.625,60.819,70.063,221.000,68.075,56.392,272.100,67.177,61.886,56.500,62.210,54.710,73.167,69.953,59.870,85.083,36.226,60.646,465.167,71.378,70.264
507,145.500,65.998,66.146,246.273,63.879,69.199,445.333,70.274,67.645,63.125,73.599,60.751,319.375,73.489,72.511,492.900,75.773,76.973,478.375,68.242,70.698,87.250,42.283,56.440,232.524,67.206,74.893,330.111,76.106,67.731,776.000,67.766,95.134,168.885,62.449,61.705,182.375,60.755,69.964,193.167,68.212,56.420,300.100,67.157,61.832,32.062,62.300,54.769,94.333,69.894,59.979,63.500,36.296,60.749,337.833,71.305,70.294
508,113.312,65.901,65.957,383.000,63.975,69.151,522.750,70.282,67.644,181.750,73.481,60.761,387.500,73.522,72.493,404.800,75.804,76.975,292.000,68.276,70.729,116.500,42.344,56.357,279.048,67.245,74.944,304.111,76.121,67.728,859.875,67.769,95.107,177.808,62.489,61.631,361.000,60.814,70.039,212.250,68.174,56.414,321.400,67.190,61.792,62.688,62.313,54.832,131.167,70.074,59.940,120.417,36.423,60.739,356.167,71.346,70.240
509,89.875,65.958,65.892,316.818,63.940,69.197,404.750,70.218,67.626,113.875,73.452,60.662,361.375,73.507,72.424,350.550,75.827,77.026,345.500,68.232,70.699,202.125,42.181,56.415,196.619,67.290,74.876,347.556,76.077,67.746,848.875,67.759,95.174,246.692,62.497,61.634,219.125,60.802,69.910,309.917,68.110,56.401,402.500,67.159,61.899,82.688,62.244,54.678,65.833,69.901,59.996,98.500,36.445,60.742,517.500,71.355,70.227
510,135.938,66.004,66.205,404.636,63.933,69.120,237.667,70.196,67.601,141.625,73.537,60.673,307.125,73.501,72.481,377.750,75.718,77.041,334.625,68.234,70.730,87.625,42.326,56.379,198.524,67.263,75.022,429.556,76.133,67.743,826.625,67.757,95.144,213.923,62.518,61.675,241.875,60.832,70.033,185.750,67.997,56.447,245.000,67.182,61.833,31.438,62.086,54.854,159.000,70.020,60.005,82.500,36.116,60.684,427.667,71.366,70.248
511,159.188,65.914,66.108,255.545,63.949,69.258,318.500,70.289,67.723,131.000,73.416,60.623,341.250,73.487,72.422,365.550,75.783,76.981,265.625,68.241,70.784,108.875,42.294,56.380,322.810,67.243,74.979,328.000,76.107,67.839,803.375,67.737,95.132,233.923,62.428,61.627,274.000,60.794,70.066,84.083,68.109,56.478,284.600,67.185,61.793,106.438,62.387,54.851,131.167,69.826,60.029,49.583,36.246,60.749,393.000,71.367,70.267
512,134.688,65.875,66.134,398.273,63.904,69.196,245.250,70.295,67.639,232.625,73.502,60.719,404.875,73.439,72.460,424.400,75.774,77.001,239.000,68.221,70.710,87.875,42.173,56.436,196.714,67.253,74.898,366.889,76.121,67.784,673.250,67.738,95.144,208.115,62.492,61.641,265.375,60.889,69.972,203.500,68.160,56.294,404.800,67.156,61.764,69.375,62.205,54.911,95.667,69.959,60.047,115.417,36.612,60.645,332.833,71.339,70.255
513,83.188,66.038,66.066,285.545,63.948,69.284,215.667,70.324,67.580,169.625,73.523,60.724,271.625,73.538,72.524,331.200,75.776,76.984,297.125,68.245,70.694,238.625,42.357,56.342,155.905,67.211,74.921,254.222,76.083,67.757,822.250,67.743,95.122,282.769,62.568,61.556,340.250,60.817,70.032,239.083,68.184,56.262,331.900,67.163,61.743,52.875,62.450,54.758,142.667,69.910,59.999,78.583,36.294,60.696,369.167,71.359,70.271
514,102.750,66.026,66.176,263.909,63.927,69.199,135.250,70.315,67.586,291.250,73.520,60.715,228.375,73.514,72.520,374.600,75.761,76.918,400.875,68.237,70.756,226.875,42.346,56.400,150.476,67.416,74.906,297.444,76.069,67.810,908.250,67.720,95.133,295.269,62.508,61.603,293.625,60.813,70.038,257.083,68.135,56.380,369.200,67.175,61.788,85.312,62.394,54.681,50.833,70.147,59.987,141.750,36.318,60.674,536.833,71.341,70.234
515,163.812,65.993,66.094,223.364,63.964,69.212,166.083,70.166,67.602,189.875,73.456,60.595,300.750,73.511,72.384,437.250,75.697,76.951,431.250,68.240,70.702,65.500,42.218,56.335,236.810,67.201,75.001,291.000,76.054,67.786,754.375,67.753,95.155,189.154,62.537,61.575,276.625,60.792,70.057,114.333,68.064,56.447,341.300,67.158,61.889,24.875,62.264,54.695,214.833,69.893,59.931,86.750,36.529,60.721,290.167,71.361,70.259
516,109.875,65.990,66.139,339.818,63.904,69.149,194.333,70.379,67.670,282.500,73.527,60.720,323.625,73.515,72.402,351.000,75.740,76.911,369.875,68.180,70.731,79.125,42.258,56.437,217.429,67.329,74.820,375.000,76.089,67.756,569.000,67.772,95.143,276.923,62.524,61.615,205.250,60.793,70.036,186.500,68.061,56.379,404.600,67.127,61.772,70.500,62.485,54.692,195.167,69.844,60.011,68.583,36.330,60.682,291.833,71.280,70.301
517,111.000,66.048,66.095,344.909,63.968,69.092,232.833,70.254,67.638,186.500,73.518,60.724,289.625,73.504,72.422,397.150,75.708,76.975,371.375,68.191,70.695,157.625,42.259,56.415,246.714,67.218,74.994,265.222,76.110,67.788,836.125,67.761,95.100,387.423,62.498,61.625,320.875,60.780,70.041,203.917,68.126,56.386,384.800,67.176,61.750,49.875,62.380,54.629,194.000,69.812,60.052,84.833,36.229,60.705,386.667,71.380,70.276
518,48.250,65.892,66.343,300.636,63.907,69.211,149.417,70.230,67.624,225.250,73.459,60.669,421.375,73.484,72.439,319.200,75.772,77.014,321.875,68.257,70.698,268.750,42.281,56.432,193.524,67.293,74.915,411.111,76.131,67.710,806.875,67.757,95.171,462.077,62.519,61.682,235.250,60.815,70.002,148.667,68.144,56.407,343.900,67.126,61.867,47.750,62.219,54.784,253.167,69.864,60.016,114.417,36.340,60.771,254.667,71.405,70.218
519,123.188,66.092,66.038,297.909,63.971,69.147,205.917,70.301,67.600,227.500,73.537,60.606,290.750,73.502,72.382,370.250,75.723,77.014,277.750,68.267,70.768,115.750,42.374,56.407,257.857,67.343,74.968,401.444,76.131,67.750,867.375,67.736,95.140,566.077,62.559,61.723,248.375,60.843,69.970,131.417,68.051,56.431,550.300,67.178,61.748,102.188,62.370,54.607,137.000,69.887,59.883,130.250,36.382,60.688,312.167,71.342,70.259
520,59.312,66.068,66.234,370.000,63.968,69.215,260.000,70.235,67.711,150.375,73.517,60.857,221.750,73.500,72.414,364.600,75.798,76.941,422.500,68.203,70.708,186.625,42.458,56.415,288.810,67.318,74.954,388.556,76.062,67.731,637.250,67.755,95.076,464.269,62.513,61.720,289.500,60.834,70.018,85.833,68.132,56.348,477.800,67.157,61.915,48.375,62.053,54.793,255.500,69.910,59.953,55.417,36.022,60.708,326.500,71.374,70.292
521,65.500,65.909,66.042,233.364,63.891,69.285,203.750,70.213,67.567,151.375,73.462,60.633,320.625,73.471,72.401,349.950,75.744,76.923,349.375,68.226,70.740,33.875,42.361,56.285,161.095,67.292,74.899,313.556,76.132,67.772,754.875,67.743,95.141,442.192,62.559,61.681,269.750,60.766,70.027,146.583,68.138,56.465,460.800,67.174,61.753,88.875,62.227,54.818,163.667,69.869,59.981,110.000,36.160,60.768,434.500,71.365,70.268
522,117.250,65.984,66.120,195.818,63.904,69.150,541.417,70.322,67.671,216.125,73.507,60.678,355.000,73.483,72.486,401.000,75.778,77.061,305.500,68.302,70.739,122.000,42.239,56.456,170.381,67.392,74.963,328.444,76.123,67.738,846.750,67.765,95.110,402.269,62.518,61.715,231.750,60.808,69.984,163.833,68.109,56.544,575.500,67.160,61.783,70.375,62.517,54.712,138.000,70.013,60.040,66.917,36.378,60.695,430.667,71.317,70.283
523,121.688,65.914,66.087,293.636,63.965,69.221,1042.000,70.258,67.634,369.125,73.481,60.646,237.000,73.456,72.405,438.350,75.801,76.958,323.875,68.219,70.730,107.000,42.391,56.436,219.524,67.315,74.872,346.889,76.130,67.745,720.875,67.719,95.130,276.692,62.499,61.684,231.375,60.785,69.960,130.583,68.256,56.401,515.300,67.188,61.736,54.625,62.265,54.683,292.667,69.893,60.029,109.500,36.286,60.635,534.500,71.340,70.271
524,165.562,66.017,66.043,281.364,63.900,69.154,846.833,70.237,67.653,753.125,73.477,60.738,229.125,73.513,72.416,460.250,75.721,76.925,279.375,68.332,70.696,56.250,42.113,56.405,265.667,67.282,74.851,231.444,76.110,67.766,779.625,67.778,95.139,406.115,62.554,61.611,241.500,60.848,70.039,151.167,68.027,56.377,427.300,67.132,61.789,65.000,62.181,54.674,119.333,69.862,59.993,86.583,36.098,60.649,372.667,71.351,70.271
525,144.625,66.002,66.098,353.818,63.960,69.214,823.667,70.226,67.613,721.000,73.487,60.704,306.375,73.426,72.452,630.000,75.765,76.910,274.125,68.210,70.743,105.375,42.326,56.456,275.714,67.322,74.893,357.556,76.112,67.822,831.750,67.762,95.131,387.731,62.500,61.581,294.750,60.859,70.118,157.833,68.117,56.387,603.200,67.189,61.820,96.000,62.379,54.830,281.000,69.865,60.042,42.000,36.432,60.735,333.500,71.354,70.224
526,205.188,65.942,66.146,364.091,63.982,69.251,848.333,70.264,67.616,681.375,73.473,60.646,193.750,73.508,72.338,640.450,75.743,77.017,353.500,68.341,70.753,105.500,42.453,56.469,284.905,67.351,74.913,297.556,76.103,67.704,1024.250,67.744,95.100,416.231,62.467,61.668,287.500,60.824,70.017,200.000,68.161,56.480,1122.300,67.144,61.791,65.375,62.243,54.838,605.000,69.921,59.985,64.083,36.282,60.644,376.500,71.314,70.263
527,169.438,65.997,66.178,252.182,63.934,69.145,661.250,70.272,67.634,616.625,73.511,60.742,275.000,73.495,72.455,690.650,75.732,76.999,319.000,68.261,70.824,112.875,42.486,56.397,294.381,67.296,74.918,272.889,76.112,67.669,911.500,67.776,95.144,389.192,62.497,61.641,219.125,60.743,69.899,179.250,68.082,56.396,827.200,67.141,61.806,66.875,62.310,54.775,661.833,69.858,60.011,78.917,36.471,60.802,439.500,71.320,70.258
528,86.188,65.953,66.142,335.273,63.948,69.082,481.333,70.252,67.615,729.250,73.495,60.658,339.625,73.450,72.493,765.100,75.763,76.959,298.750,68.274,70.779,160.000,42.352,56.333,184.714,67.286,74.874,305.444,76.100,67.701,693.625,67.767,95.135,319.154,62.518,61.584,198.375,60.823,70.099,179.500,68.131,56.435,627.200,67.188,61.875,32.812,62.348,54.657,281.167,69.864,59.960,68.583,36.054,60.776,527.167,71.301,70.245
529,93.750,65.919,66.017,289.273,63.919,69.202,364.833,70.306,67.617,590.625,73.457,60.704,357.125,73.519,72.496,569.200,75.761,76.993,282.750,68.265,70.705,200.875,42.296,56.389,200.524,67.252,74.966,356.778,76.151,67.743,820.000,67.755,95.123,303.077,62.547,61.632,340.000,60.764,69.952,135.583,67.934,56.503,643.800,67.186,61.857,83.688,62.293,54.719,208.000,69.988,59.991,111.000,36.357,60.654,479.500,71.425,70.297
530,111.062,66.014,66.137,429.909,63.927,69.166,429.583,70.211,67.708,535.000,73.476,60.655,357.375,73.471,72.397,661.650,75.786,76.987,281.250,68.209,70.716,144.000,42.348,56.417,260.429,67.333,74.894,327.667,76.124,67.720,816.000,67.754,95.131,215.769,62.523,61.630,207.750,60.836,70.030,169.500,68.140,56.528,649.300,67.173,61.821,38.000,62.265,54.652,102.667,69.969,60.002,18.917,36.420,60.767,264.500,71.337,70.303
531,172.375,65.965,66.205,310.091,63.911,69.231,243.333,70.263,67.731,516.125,73.513,60.715,377.625,73.518,72.378,531.250,75.804,77.036,304.000,68.215,70.825,116.000,42.271,56.419,292.429,67.269,74.872,266.222,76.142,67.703,708.750,67.730,95.122,248.846,62.549,61.720,290.500,60.851,69.982,124.917,68.032,56.449,583.600,67.153,61.801,88.500,62.127,54.729,254.833,69.915,60.006,150.417,36.131,60.696,427.500,71.344,70.268
532,156.000,66.021,66.058,247.455,63.955,69.226,202.750,70.207,67.608,461.000,73.439,60.697,246.500,73.497,72.390,473.650,75.782,77.012,388.000,68.206,70.735,192.250,42.315,56.422,315.857,67.313,74.890,237.667,76.084,67.747,844.875,67.748,95.107,228.769,62.494,61.718,249.250,60.829,70.004,158.750,68.088,56.446,381.400,67.179,61.778,73.125,62.416,54.737,172.167,69.987,59.914,81.583,36.089,60.684,349.167,71.317,70.291
533,271.000,66.011,66.024,243.364,63.972,69.184,274.083,70.221,67.656,547.125,73.482,60.735,380.375,73.468,72.367,357.500,75.737,77.010,338.125,68.287,70.796,269.125,42.190,56.440,273.333,67.154,74.926,482.667,76.081,67.774,747.875,67.775,95.132,225.962,62.542,61.685,217.625,60.770,70.173,146.083,68.155,56.316,531.800,67.168,61.741,97.500,62.175,54.746,226.667,69.934,59.996,63.417,36.451,60.670,321.000,71.350,70.313
534,93.625,65.996,66.178,315.636,63.948,69.151,274.167,70.309,67.678,514.000,73.495,60.749,304.375,73.425,72.468,401.100,75.720,76.992,392.750,68.266,70.736,124.500,42.477,56.393,357.667,67.268,74.878,274.778,76.155,67.707,941.625,67.767,95.113,232.269,62.386,61.699,222.500,60.763,70.151,115.000,68.010,56.456,207.600,67.146,61.815,34.562,62.261,54.581,101.333,69.908,59.932,71.500,36.547,60.751,293.333,71.315,70.257
535,177.000,66.011,66.212,365.636,63.906,69.089,328.667,70.220,67.613,414.500,73.556,60.724,349.750,73.453,72.466,320.900,75.794,77.100,214.750,68.301,70.728,193.000,42.302,56.422,269.000,67.254,74.921,299.333,76.080,67.773,769.375,67.757,95.126,191.231,62.525,61.723,245.750,60.806,70.064,158.250,68.081,56.381,323.900,67.163,61.742,42.188,62.037,54.739,98.500,69.967,59.968,144.500,36.350,60.661,485.167,71.358,70.302
536,123.125,65.912,66.145,302.273,63.898,69.193,206.750,70.273,67.686,631.375,73.506,60.726,351.250,73.529,72.433,298.350,75.766,77.016,308.500,68.293,70.752,170.125,42.350,56.402,209.095,67.202,74.823,262.889,76.134,67.769,1129.625,67.754,95.090,193.500,62.361,61.794,162.500,60.786,69.968,247.833,68.173,56.310,368.400,67.158,61.782,42.000,62.551,54.821,90.667,69.948,59.975,113.833,36.281,60.719,275.333,71.444,70.264
537,91.312,66.095,66.171,362.818,63.909,69.164,164.000,70.334,67.595,768.875,73.498,60.698,484.750,73.484,72.450,331.050,75.763,77.062,296.125,68.220,70.814,211.125,42.313,56.354,309.524,67.284,74.910,293.667,76.091,67.712,1154.125,67.744,95.164,245.846,62.548,61.699,241.375,60.821,70.066,244.000,68.141,56.476,302.000,67.157,61.761,47.375,62.322,54.778,102.667,69.910,59.902,121.333,36.329,60.748,480.000,71.354,70.250
538,124.000,65.966,66.136,408.364,63.964,69.283,254.417,70.328,67.697,618.750,73.511,60.735,1671.375,73.491,72.409,254.450,75.712,77.030,362.875,68.257,70.725,116.750,42.409,56.344,348.190,67.302,74.902,459.000,76.101,67.695,1681.500,67.742,95.135,264.385,62.520,61.653,264.125,60.779,70.012,128.750,68.127,56.346,356.800,67.149,61.774,70.125,62.049,54.722,64.333,69.881,60.076,140.000,36.173,60.657,504.833,71.449,70.261
539,134.562,66.032,66.045,240.182,63.954,69.238,152.000,70.317,67.551,583.500,73.479,60.730,1994.625,73.490,72.442,210.100,75.695,76.951,415.625,68.213,70.787,71.375,42.254,56.343,444.524,67.248,74.918,259.444,76.113,67.725,1659.625,67.767,95.131,187.962,62.604,61.595,336.750,60.830,69.987,173.417,68.072,56.354,631.800,67.178,61.780,52.938,62.215,54.700,140.833,69.802,59.980,55.750,36.450,60.732,501.333,71.369,70.225
540,161.938,66.034,65.984,380.727,63.930,69.246,216.250,70.227,67.601,319.500,73.491,60.767,1778.625,73.494,72.429,376.550,75.765,76.858,387.000,68.177,70.782,63.250,42.283,56.463,460.095,67.262,74.882,246.222,76.075,67.828,1054.250,67.786,95.134,243.423,62.444,61.593,262.875,60.807,70.070,123.250,68.031,56.351,1067.000,67.180,61.761,27.062,62.312,54.761,274.333,69.973,59.928,92.000,36.577,60.758,365.333,71.328,70.289
541,179.188,65.915,66.132,322.636,63.902,69.165,301.333,70.273,67.567,208.375,73.429,60.687,1821.125,73.511,72.388,341.050,75.777,76.973,232.250,68.218,70.874,47.500,42.111,56.308,278.857,67.293,74.854,268.556,76.144,67.799,1162.125,67.746,95.099,235.231,62.502,61.639,182.375,60.862,69.986,113.500,67.949,56.482,666.300,67.137,61.763,53.125,62.163,54.740,132.667,69.925,60.037,228.500,36.270,60.685,460.500,71.327,70.252
542,95.000,65.885,66.058,360.636,63.927,69.213,235.833,70.316,67.632,225.375,73.473,60.695,1835.250,73.523,72.405,254.000,75.815,76.959,325.250,68.217,70.747,197.875,42.257,56.398,352.524,67.286,74.938,303.333,76.165,67.751,869.500,67.754,95.102,192.423,62.449,61.766,253.500,60.836,70.048,183.250,68.125,56.453,450.500,67.148,61.737,21.562,62.236,54.491,103.667,69.958,59.954,130.417,36.411,60.718,361.500,71.336,70.262
543,77.875,65.892,66.051,370.273,63.934,69.164,166.750,70.234,67.604,195.500,73.529,60.703,1310.250,73.502,72.433,273.900,75.739,77.041,280.500,68.233,70.800,190.125,42.235,56.392,378.429,67.300,74.911,219.556,76.130,67.788,772.625,67.806,95.099,243.385,62.418,61.710,1048.500,60.846,70.041,107.583,68.244,56.367,584.600,67.134,61.721,17.000,62.252,54.882,133.833,69.858,59.924,193.250,36.294,60.695,357.833,71.304,70.278
544,100.250,66.039,66.007,389.818,63.892,69.200,271.833,70.273,67.654,161.875,73.516,60.682,1345.375,73.506,72.454,285.500,75.776,77.028,263.125,68.221,70.852,101.750,42.139,56.335,725.381,67.251,74.890,234.444,76.137,67.797,817.375,67.730,95.090,234.231,62.507,61.661,1469.250,60.842,70.027,129.917,68.014,56.430,399.100,67.154,61.818,31.125,62.457,54.557,200.333,69.857,60.045,159.917,36.306,60.664,271.833,71.451,70.279
545,94.250,65.927,66.090,475.727,63.890,69.106,179.833,70.177,67.606,140.125,73.457,60.684,768.375,73.509,72.409,345.200,75.780,76.981,361.500,68.241,70.795,142.875,42.391,56.377,842.286,67.300,74.919,215.333,76.164,67.728,710.875,67.768,95.139,222.923,62.491,61.745,924.750,60.816,70.049,106.500,68.060,56.380,314.400,67.152,61.762,56.125,62.342,54.543,115.833,69.866,59.976,101.250,36.230,60.706,338.667,71.348,70.274
546,80.688,66.041,66.228,415.455,63.946,69.196,233.583,70.285,67.650,245.250,73.481,60.691,620.250,73.472,72.429,314.350,75.778,77.086,375.500,68.211,70.783,106.500,42.059,56.385,954.381,67.308,74.892,367.333,76.133,67.772,851.500,67.751,95.147,268.346,62.457,61.755,677.500,60.843,70.006,153.250,68.141,56.418,287.000,67.143,61.693,41.312,62.477,54.704,192.667,69.962,60.022,74.750,36.287,60.711,543.167,71.302,70.234
547,109.375,65.937,66.130,360.636,63.969,69.242,167.333,70.188,67.716,261.250,73.481,60.653,379.125,73.478,72.418,273.200,75.736,77.120,353.125,68.206,70.781,62.750,42.493,56.445,579.476,67.262,74.946,221.444,76.162,67.716,911.125,67.725,95.141,155.538,62.558,61.712,520.250,60.801,70.057,109.333,68.128,56.368,283.600,67.176,61.829,51.312,62.237,54.593,237.333,69.887,59.982,129.500,36.363,60.723,412.833,71.389,70.284
548,84.500,66.050,66.135,339.364,63.937,69.185,264.167,70.281,67.657,251.750,73.540,60.746,401.875,73.471,72.415,382.600,75.753,76.963,239.750,68.273,70.832,161.625,42.319,56.445,555.048,67.263,74.869,289.333,76.112,67.751,872.500,67.746,95.121,243.000,62.446,61.683,308.375,60.780,69.979,100.500,68.098,56.385,291.700,67.154,61.673,59.562,62.374,54.787,102.333,69.778,59.923,90.833,36.427,60.724,269.500,71.446,70.247
549,75.938,65.972,66.066,330.364,63.878,69.236,279.417,70.231,67.742,180.125,73.457,60.690,346.125,73.513,72.410,367.300,75.740,77.056,296.000,68.262,70.683,136.125,42.110,56.448,566.429,67.265,74.935,286.778,76.155,67.812,832.250,67.785,95.119,170.077,62.536,61.639,333.625,60.819,69.996,241.000,68.106,56.417,234.300,67.146,61.752,31.375,62.167,54.751,278.833,69.866,59.971,75.167,36.474,60.696,343.000,71.397,70.249
