 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32
327,326.250,36.833,87.367,77.500,39.748,44.940,724.000,46.604,33.467,410.500,50.828,48.038,72.545,58.392,58.039,101.500,51.485,76.815,131.000,54.930,49.814,842.250,60.305,43.976,391.667,39.658,67.038,698.750,48.651,65.550,212.750,56.242,45.409,226.364,51.553,88.791,323.556,48.534,86.377,342.286,45.437,96.108,810.444,44.141,68.711,76.000,39.590,72.099,172.333,34.775,68.976,222.222,60.499,81.396,171.250,54.548,80.551,147.818,61.309,48.808,91.250,65.169,43.332,62.190,61.760,40.170,269.500,55.570,104.320,212.800,57.953,77.731,122.500,47.168,39.142,438.000,44.929,100.791,452.250,51.282,98.562,120.000,63.707,52.483,342.625,62.078,76.727,190.750,56.033,65.760,152.750,32.640,74.201,590.000,53.771,26.859
328,236.250,36.905,87.226,107.500,39.736,45.035,550.000,46.663,33.454,221.750,50.861,47.983,80.545,58.560,57.840,125.900,51.545,76.867,174.000,55.006,49.947,1038.625,60.236,43.977,538.333,39.687,67.140,567.250,48.568,65.624,278.750,56.279,45.548,187.091,51.631,88.848,295.556,48.491,86.304,473.857,45.458,96.255,776.000,44.200,68.671,102.500,39.626,72.557,158.000,34.749,68.838,171.111,60.549,81.457,166.500,54.709,80.377,95.818,61.190,48.859,438.750,65.058,43.265,195.238,61.936,40.115,289.250,55.470,104.379,156.000,57.988,77.601,256.500,47.075,39.084,428.000,44.857,100.794,556.000,51.343,98.591,130.000,63.544,52.335,356.000,61.982,76.740,132.000,55.907,65.735,132.000,32.559,74.268,694.667,53.772,26.771
329,241.750,36.899,87.219,123.750,39.764,44.927,708.667,46.687,33.487,354.750,50.798,47.912,89.818,58.339,58.136,178.100,51.410,76.864,161.750,55.067,49.808,725.250,60.280,44.011,602.667,39.701,67.210,561.750,48.678,65.613,285.500,56.163,45.491,340.727,51.633,88.793,183.556,48.502,86.253,408.571,45.466,96.134,709.778,44.174,68.691,114.000,39.690,72.418,78.333,34.648,68.723,191.778,60.623,81.294,228.500,54.615,80.405,158.364,61.283,48.818,528.500,65.188,43.212,476.857,61.854,40.175,271.500,55.542,104.309,227.800,58.005,77.752,198.500,47.111,39.028,254.333,44.876,100.735,517.250,51.335,98.607,155.500,63.568,52.515,462.875,62.032,76.752,169.500,56.110,65.789,72.750,32.570,74.246,458.889,53.786,26.803
330,229.250,36.824,87.265,119.000,39.775,45.171,832.000,46.672,33.451,250.500,50.812,48.048,66.545,58.438,57.932,157.000,51.337,76.783,124.250,55.098,49.754,891.875,60.322,44.021,323.667,39.679,67.170,591.750,48.664,65.520,367.000,56.220,45.498,175.273,51.619,88.721,282.222,48.474,86.291,418.857,45.354,96.181,824.222,44.147,68.683,110.750,39.566,72.182,136.000,34.747,69.046,198.000,60.626,81.446,226.000,54.626,80.512,172.727,61.172,48.700,413.250,65.108,43.231,428.000,61.841,40.178,160.750,55.470,104.373,273.000,58.000,77.491,213.500,47.246,38.974,370.667,44.869,100.679,562.750,51.353,98.619,108.875,63.438,52.597,405.000,61.968,76.631,136.000,55.907,65.939,122.750,32.649,74.298,569.778,53.751,26.859
331,288.000,36.860,87.222,178.500,39.857,44.973,848.000,46.619,33.467,256.250,50.834,48.122,134.909,58.482,57.952,108.800,51.488,76.748,110.500,55.054,49.981,922.500,60.279,43.992,704.333,39.713,67.098,467.000,48.685,65.549,292.250,56.214,45.561,263.636,51.652,88.841,177.333,48.573,86.306,399.857,45.400,96.178,867.111,44.251,68.694,21.250,39.879,72.148,119.333,34.833,68.854,213.556,60.631,81.290,258.250,54.491,80.449,144.727,61.266,48.816,232.750,64.978,43.262,330.286,61.840,40.242,203.250,55.484,104.346,214.800,58.017,77.572,248.167,47.156,39.006,313.500,44.997,100.857,579.500,51.261,98.615,90.375,63.803,52.333,437.500,61.942,76.679,251.750,55.987,65.708,146.250,32.644,74.270,660.222,53.743,26.915
332,233.250,36.877,87.176,106.500,39.750,44.844,1056.333,46.660,33.484,339.250,50.833,48.012,89.273,58.434,58.167,93.400,51.498,76.800,132.250,55.111,49.959,880.500,60.337,44.050,399.333,39.659,67.090,655.500,48.753,65.538,285.750,56.303,45.596,218.727,51.680,88.811,176.444,48.465,86.314,513.714,45.406,96.134,949.333,44.124,68.666,96.000,39.652,72.449,87.000,34.768,68.863,183.556,60.639,81.534,263.000,54.673,80.431,217.273,61.325,48.815,343.500,65.107,43.187,261.619,61.887,40.204,352.750,55.580,104.322,315.600,57.935,77.597,310.333,47.141,39.062,282.000,44.823,100.761,530.750,51.274,98.576,163.500,63.672,52.318,374.750,61.969,76.649,180.000,55.992,65.700,294.000,32.396,74.189,639.111,53.764,26.859
333,276.250,36.877,87.291,92.000,39.709,45.000,645.667,46.645,33.505,320.750,50.898,48.099,109.273,58.355,58.040,181.300,51.477,76.706,203.250,55.044,49.998,794.625,60.253,43.983,422.667,39.706,67.114,724.750,48.663,65.554,334.500,56.210,45.450,237.273,51.550,88.781,240.222,48.569,86.348,535.857,45.422,96.116,874.000,44.213,68.625,109.000,39.630,72.433,206.667,34.714,68.965,113.333,60.726,81.506,210.250,54.530,80.441,220.364,61.285,48.768,256.500,65.065,43.296,261.429,61.835,40.160,335.750,55.582,104.241,250.200,57.979,77.705,193.833,47.101,39.174,342.000,44.961,100.727,470.500,51.307,98.597,90.625,63.676,52.353,391.125,62.005,76.656,145.750,56.120,65.803,120.000,32.467,74.219,673.778,53.731,26.861
334,381.750,36.984,87.330,133.500,39.850,44.984,581.333,46.600,33.519,296.500,50.878,47.867,116.182,58.432,57.993,166.600,51.434,76.781,256.750,54.996,49.836,823.625,60.286,44.033,526.000,39.694,67.187,717.000,48.640,65.521,222.250,56.340,45.479,218.364,51.583,88.797,151.333,48.527,86.303,606.143,45.403,96.117,688.222,44.155,68.700,174.750,39.830,72.288,99.333,34.828,68.970,116.667,60.608,81.332,270.000,54.449,80.444,190.545,61.189,48.825,272.750,65.109,43.175,223.524,61.851,40.238,133.000,55.503,104.200,248.600,57.908,77.718,228.333,47.119,39.028,307.167,44.950,100.769,541.500,51.347,98.634,131.375,63.711,52.255,354.000,62.009,76.708,292.500,55.954,65.748,40.000,32.393,74.425,676.667,53.787,26.799
335,211.750,36.913,87.155,81.000,39.770,45.011,782.333,46.682,33.473,278.750,50.823,47.857,156.545,58.443,58.182,96.100,51.415,76.884,150.500,55.029,49.969,815.375,60.228,44.032,504.000,39.677,67.136,582.500,48.731,65.574,187.750,56.330,45.493,158.727,51.555,88.673,181.778,48.531,86.283,720.286,45.388,96.135,657.333,44.194,68.693,126.500,39.693,72.486,78.000,34.695,68.828,229.333,60.584,81.327,163.750,54.496,80.489,229.818,61.210,48.822,208.250,65.085,43.088,203.333,61.798,40.209,253.750,55.524,104.349,233.000,58.035,77.653,267.000,47.081,39.029,316.333,45.004,100.826,495.500,51.367,98.639,132.500,63.705,52.579,417.875,62.012,76.712,186.000,55.974,65.696,178.500,32.494,74.257,672.889,53.794,26.837
336,348.500,36.945,87.199,93.500,39.807,45.189,810.667,46.715,33.445,363.750,50.809,48.100,102.364,58.477,58.237,57.700,51.358,77.083,182.500,54.976,49.905,821.000,60.295,44.010,503.000,39.659,67.069,618.000,48.677,65.586,439.000,56.228,45.574,239.273,51.588,88.946,247.333,48.469,86.299,635.857,45.432,96.147,690.222,44.178,68.633,116.750,39.720,72.271,158.333,34.727,68.969,200.889,60.583,81.412,256.500,54.486,80.507,194.727,61.121,48.879,155.500,65.044,43.272,98.190,61.806,40.043,213.000,55.544,104.306,180.000,58.005,77.423,378.833,47.097,39.069,306.000,44.926,100.835,602.000,51.264,98.598,88.125,63.623,52.289,326.500,61.951,76.500,231.500,56.023,65.699,156.750,32.597,74.279,578.667,53.721,26.835
337,365.250,36.807,87.260,54.250,39.816,45.239,670.667,46.635,33.504,267.000,50.819,48.018,104.545,58.508,58.168,168.200,51.507,76.849,95.500,54.872,49.718,755.125,60.345,44.042,488.667,39.685,67.144,591.500,48.704,65.522,238.000,56.256,45.569,203.091,51.706,88.867,185.111,48.545,86.205,1127.714,45.421,96.077,696.222,44.196,68.722,138.000,39.677,72.427,130.000,34.657,68.954,211.778,60.691,81.525,173.250,54.646,80.423,145.818,61.247,48.839,106.750,65.190,43.359,77.048,61.934,40.042,267.500,55.405,104.367,213.200,57.927,77.535,276.833,47.182,39.062,418.667,44.888,100.718,630.250,51.310,98.627,138.750,63.875,52.307,417.750,62.030,76.717,234.250,55.969,65.802,101.250,32.344,74.250,629.333,53.835,26.845
338,248.250,36.881,87.262,102.250,39.727,44.772,856.333,46.719,33.496,342.250,50.853,47.933,149.273,58.403,58.196,154.300,51.442,76.821,122.000,54.973,49.953,908.250,60.402,44.018,539.333,39.685,67.067,731.250,48.630,65.546,396.750,56.266,45.603,266.000,51.587,88.871,278.222,48.519,86.254,1123.571,45.400,96.110,788.222,44.162,68.694,114.500,39.561,72.409,165.000,34.812,69.031,235.556,60.619,81.371,250.250,54.504,80.501,266.000,61.271,48.847,134.000,65.034,43.118,84.000,61.844,40.182,296.000,55.442,104.376,223.200,57.933,77.347,266.333,47.121,39.014,311.833,45.013,100.774,546.250,51.355,98.528,211.000,63.762,52.414,473.000,61.921,76.667,129.000,55.923,65.703,290.250,32.527,74.321,832.000,53.767,26.824
339,362.500,36.842,87.253,68.000,39.819,44.795,491.333,46.624,33.477,275.250,50.838,48.213,135.636,58.472,58.204,84.600,51.470,76.610,91.500,55.028,49.722,818.125,60.335,44.032,318.667,39.644,67.042,620.500,48.642,65.536,398.000,56.323,45.538,167.455,51.556,88.835,180.222,48.517,86.264,955.000,45.377,96.160,782.889,44.147,68.684,189.750,39.614,72.405,123.333,34.811,68.950,230.889,60.590,81.382,249.500,54.578,80.443,165.273,61.309,48.713,63.500,65.124,43.097,112.286,61.962,40.123,432.000,55.427,104.296,193.400,57.920,77.641,210.167,47.065,39.081,384.000,44.861,100.759,537.500,51.313,98.635,113.125,63.641,52.322,396.250,61.931,76.717,281.000,56.004,65.718,203.750,32.553,74.224,466.222,53.747,26.861
340,142.250,36.890,87.349,78.250,39.766,44.774,807.333,46.666,33.534,242.250,50.810,48.169,162.364,58.514,58.036,121.700,51.493,76.621,142.750,55.057,50.012,886.625,60.348,44.030,506.667,39.684,67.262,633.000,48.657,65.548,221.000,56.208,45.618,194.545,51.596,88.756,216.000,48.522,86.361,631.714,45.406,96.030,696.667,44.147,68.716,120.500,39.681,72.353,126.333,34.711,69.146,115.556,60.585,81.340,167.750,54.508,80.526,124.182,61.269,48.890,14.000,65.200,43.300,133.333,61.916,40.178,314.500,55.384,104.281,281.600,58.015,77.572,138.667,47.123,39.088,434.167,44.940,100.829,564.000,51.311,98.570,67.500,63.520,52.424,384.500,62.012,76.786,246.750,55.977,65.775,187.250,32.445,74.278,633.111,53.758,26.864
341,355.250,36.824,87.298,77.250,39.852,44.780,589.000,46.642,33.474,270.750,50.839,48.133,127.455,58.406,57.938,76.700,51.482,76.752,185.250,55.146,49.904,984.875,60.270,44.036,302.333,39.712,67.029,772.750,48.703,65.501,294.750,56.284,45.566,181.455,51.581,88.728,171.556,48.673,86.321,606.000,45.438,96.145,890.000,44.158,68.671,94.500,39.668,72.529,226.333,34.716,69.080,178.889,60.685,81.419,198.500,54.542,80.509,111.818,61.199,48.837,54.500,65.211,43.345,153.714,61.964,40.063,325.500,55.512,104.275,154.200,58.013,77.629,268.000,47.128,38.979,428.333,44.898,100.719,489.750,51.312,98.617,98.375,63.603,52.313,400.250,62.028,76.641,201.000,55.892,65.643,165.250,32.471,74.198,774.667,53.758,26.807
342,362.000,36.895,87.165,54.000,39.891,44.581,661.333,46.690,33.454,205.250,50.820,47.996,183.273,58.430,58.069,84.200,51.630,76.527,103.000,55.060,50.000,833.125,60.297,44.057,519.333,39.666,67.040,699.750,48.686,65.531,463.250,56.295,45.511,117.818,51.688,88.873,275.333,48.541,86.202,523.857,45.458,96.160,917.556,44.149,68.693,104.500,39.913,72.456,121.000,34.708,68.945,102.667,60.585,81.220,202.000,54.530,80.299,180.909,61.325,48.792,78.250,65.099,43.108,159.714,61.881,40.303,239.500,55.502,104.326,326.800,57.958,77.602,243.000,47.094,39.045,295.000,44.925,100.835,719.750,51.294,98.655,125.875,63.771,52.398,416.625,61.902,76.729,147.500,55.990,65.792,199.250,32.514,74.351,649.556,53.749,26.857
343,317.500,36.948,87.249,147.750,39.798,44.913,515.667,46.650,33.504,296.000,50.866,47.964,142.545,58.441,58.012,166.800,51.552,76.839,119.750,55.138,49.971,902.250,60.200,43.953,438.667,39.718,67.150,816.750,48.671,65.585,227.000,56.288,45.645,261.818,51.539,88.647,271.111,48.469,86.461,430.714,45.424,96.199,801.111,44.182,68.708,115.500,39.722,72.333,145.667,34.747,69.166,193.778,60.632,81.279,211.000,54.647,80.286,160.364,61.178,48.739,85.500,65.163,43.088,96.381,61.942,40.187,236.750,55.471,104.283,263.400,58.005,77.658,230.833,47.209,39.052,299.167,44.943,100.859,655.750,51.386,98.631,100.750,63.674,52.447,477.125,61.973,76.629,176.250,55.914,65.797,170.750,32.522,74.341,542.889,53.745,26.780
344,351.250,36.914,87.283,63.500,39.786,45.055,818.000,46.632,33.498,233.750,50.878,48.099,120.182,58.396,58.034,105.100,51.306,76.789,199.000,55.017,49.993,814.750,60.294,43.986,516.000,39.673,67.182,1089.000,48.735,65.500,273.000,56.319,45.637,313.818,51.566,88.779,172.667,48.507,86.230,468.286,45.365,96.198,645.556,44.192,68.647,36.750,39.413,72.322,161.000,34.704,68.908,122.889,60.555,81.468,199.000,54.465,80.376,160.727,61.266,48.781,27.500,65.080,43.327,114.381,61.930,40.173,203.000,55.472,104.324,255.400,57.937,77.627,211.833,47.166,38.980,351.000,44.878,100.744,717.500,51.307,98.597,151.500,63.651,52.305,298.625,61.948,76.744,230.250,55.972,65.688,196.750,32.549,74.416,696.000,53.839,26.858
345,326.250,36.926,87.195,109.500,39.792,44.968,654.667,46.653,33.505,283.500,50.880,47.966,48.182,58.434,58.044,123.400,51.583,77.004,151.500,55.035,49.960,857.000,60.296,43.978,518.667,39.676,67.139,1157.750,48.637,65.537,247.750,56.207,45.484,171.636,51.630,88.756,149.111,48.392,86.302,513.714,45.405,96.064,982.000,44.202,68.704,107.750,39.824,72.441,170.000,34.639,68.871,105.111,60.470,81.273,173.750,54.588,80.453,130.727,61.022,48.729,105.500,65.129,43.295,93.810,61.717,40.127,269.250,55.488,104.295,295.000,57.901,77.456,221.167,47.076,39.001,414.667,44.932,100.604,353.000,51.339,98.559,113.250,63.622,52.614,349.125,62.003,76.783,271.500,55.926,65.671,147.000,32.372,74.264,535.556,53.795,26.837
346,247.250,36.880,87.229,189.000,39.769,44.997,605.333,46.626,33.491,277.250,50.865,48.131,83.273,58.521,57.882,98.400,51.488,76.830,125.250,54.962,49.863,767.625,60.315,44.036,468.667,39.692,67.065,881.500,48.638,65.516,214.000,56.381,45.565,254.909,51.625,88.916,225.111,48.531,86.369,393.000,45.431,96.105,715.111,44.199,68.713,99.000,39.621,72.396,150.000,34.726,68.964,152.667,60.651,81.322,319.000,54.563,80.360,166.000,61.154,48.936,54.750,65.064,43.075,64.762,61.672,40.115,304.000,55.400,104.333,182.400,57.997,77.624,286.500,47.189,39.057,306.000,44.982,100.714,530.500,51.347,98.615,191.625,63.743,52.464,422.875,61.981,76.682,144.000,56.008,65.690,70.250,32.565,74.398,703.333,53.789,26.815
347,208.000,36.841,87.221,101.500,39.856,44.837,794.667,46.637,33.465,286.000,50.839,48.051,149.818,58.342,57.944,120.700,51.460,76.934,100.250,55.133,49.853,800.000,60.335,44.036,742.667,39.696,67.177,710.750,48.671,65.530,266.250,56.244,45.621,259.455,51.592,88.900,127.111,48.677,86.330,476.429,45.349,96.159,674.222,44.184,68.661,343.500,39.657,72.350,288.667,34.731,68.998,166.000,60.617,81.368,266.000,54.531,80.553,121.455,61.148,48.730,43.250,65.067,43.259,95.048,61.909,40.079,364.250,55.420,104.290,142.200,57.975,77.318,183.167,47.171,39.089,383.500,44.941,100.801,513.000,51.279,98.674,158.375,63.571,52.395,389.375,62.027,76.641,233.250,55.935,65.762,193.250,32.638,74.207,467.556,53.788,26.824
348,279.250,36.828,87.271,34.500,39.718,45.053,751.333,46.678,33.467,350.500,50.816,48.158,147.455,58.479,58.170,109.500,51.412,76.818,110.500,54.918,49.886,784.000,60.315,44.023,651.000,39.666,67.175,642.500,48.670,65.530,349.250,56.286,45.666,357.636,51.687,88.685,228.889,48.557,86.402,385.286,45.414,96.061,924.222,44.171,68.658,32.500,39.721,72.201,157.667,34.757,68.979,159.333,60.550,81.433,194.250,54.508,80.441,196.000,61.059,48.791,171.750,65.022,43.125,106.857,61.762,40.088,328.500,55.500,104.378,273.600,58.000,77.419,327.000,47.215,39.049,330.667,44.970,100.747,510.500,51.300,98.614,77.750,63.785,52.441,346.125,61.968,76.606,230.250,55.949,65.646,190.750,32.480,74.178,673.333,53.775,26.834
349,331.000,36.919,87.298,140.750,39.863,44.992,716.333,46.667,33.471,300.500,50.845,48.112,60.364,58.438,57.935,111.500,51.362,76.896,172.500,54.976,49.936,833.375,60.234,44.073,568.667,39.690,67.167,499.000,48.641,65.520,275.250,56.331,45.545,316.182,51.727,88.798,287.778,48.518,86.281,427.857,45.459,96.074,1001.333,44.206,68.666,85.500,39.808,72.358,136.333,34.767,68.930,115.111,60.645,81.511,194.500,54.516,80.501,96.545,61.006,48.803,93.250,64.893,43.243,106.571,61.877,40.036,230.250,55.478,104.271,277.200,57.978,77.582,299.167,47.085,39.098,252.667,44.854,100.747,541.500,51.235,98.567,137.250,63.839,52.260,462.500,62.031,76.631,166.250,55.810,65.569,128.500,32.673,74.358,557.778,53.754,26.792
350,256.000,36.885,87.212,50.500,39.918,45.093,620.667,46.666,33.477,333.500,50.787,48.160,142.364,58.348,58.002,116.500,51.455,76.713,196.500,54.976,49.807,961.250,60.278,43.992,519.333,39.752,67.083,935.250,48.659,65.521,293.000,56.244,45.638,340.000,51.617,88.811,121.333,48.478,86.367,532.429,45.434,96.186,797.556,44.163,68.660,115.000,39.607,72.384,159.333,34.667,68.960,265.556,60.639,81.293,185.250,54.628,80.661,152.545,61.003,48.797,67.500,65.094,43.163,118.190,61.802,39.937,212.000,55.408,104.314,211.600,57.961,77.785,179.333,47.256,39.007,285.667,44.929,100.741,470.250,51.341,98.607,141.375,63.511,52.477,378.250,62.036,76.744,235.500,56.020,65.745,59.250,32.551,74.474,561.111,53.772,26.881
351,254.000,36.897,87.272,68.250,39.741,45.039,666.667,46.621,33.468,287.000,50.896,48.118,84.545,58.532,58.397,108.400,51.522,76.827,168.250,55.137,49.997,840.750,60.303,44.017,270.667,39.677,67.167,791.750,48.655,65.518,193.250,56.229,45.589,263.455,51.536,88.835,147.556,48.413,86.405,559.286,45.425,96.074,1126.889,44.202,68.594,49.750,39.706,72.167,33.667,34.804,68.757,226.889,60.572,81.293,262.500,54.404,80.433,146.909,61.281,48.727,60.750,65.176,43.313,42.667,61.672,40.252,266.500,55.483,104.360,221.400,57.919,77.807,188.167,47.244,39.097,351.167,44.874,100.660,487.000,51.349,98.567,182.125,63.638,52.380,286.625,61.977,76.642,175.500,55.943,65.845,168.750,32.643,74.210,520.667,53.727,26.832
352,260.250,37.093,87.301,40.750,39.835,44.831,696.333,46.702,33.471,194.250,50.770,48.105,141.455,58.495,58.171,111.600,51.569,77.001,60.250,54.918,49.747,1015.625,60.320,43.987,312.667,39.615,67.155,574.750,48.661,65.562,325.500,56.322,45.613,174.909,51.596,88.969,204.222,48.571,86.375,441.429,45.356,96.221,659.556,44.174,68.704,116.250,39.515,72.455,225.333,34.701,69.027,230.667,60.441,81.302,198.000,54.592,80.447,270.000,61.220,48.922,71.500,65.126,43.343,88.571,61.677,40.209,198.000,55.436,104.340,188.400,57.963,77.658,210.000,47.175,38.952,328.000,44.926,100.739,517.000,51.308,98.608,113.000,63.749,52.466,469.375,61.907,76.841,181.500,56.077,65.745,99.000,32.621,74.409,582.000,53.791,26.871
353,385.000,36.936,87.263,59.500,39.835,45.007,950.000,46.659,33.452,250.750,50.801,48.104,98.000,58.487,58.101,113.700,51.468,76.800,156.500,55.061,49.816,794.875,60.309,44.058,663.000,39.720,67.096,505.750,48.645,65.599,373.500,56.258,45.519,267.455,51.568,88.829,231.778,48.471,86.303,358.286,45.441,96.162,938.222,44.185,68.671,120.500,39.566,72.242,127.667,34.737,69.073,222.000,60.446,81.388,195.250,54.634,80.402,58.000,61.481,48.874,48.500,64.830,43.066,94.762,61.732,40.308,271.750,55.564,104.419,172.800,57.947,77.714,214.333,47.104,39.182,300.000,44.935,100.869,402.500,51.340,98.517,136.125,63.781,52.264,340.250,61.957,76.716,138.750,55.980,65.761,99.750,32.554,74.191,609.556,53.766,26.892
354,232.250,37.086,87.320,36.250,40.098,45.013,744.333,46.634,33.529,285.000,50.783,48.046,121.636,58.359,57.892,108.700,51.454,76.704,158.500,54.943,50.025,810.875,60.300,44.046,495.333,39.744,67.128,453.750,48.710,65.525,399.750,56.275,45.619,223.273,51.612,89.013,221.333,48.615,86.310,509.857,45.414,96.194,588.444,44.127,68.653,73.250,39.579,72.454,149.667,34.747,68.967,179.111,60.651,81.507,105.750,54.552,80.434,174.545,61.225,48.810,16.750,64.635,43.245,87.048,62.030,40.180,193.500,55.404,104.237,198.200,58.041,77.443,227.667,47.097,39.110,275.833,44.868,100.884,492.500,51.392,98.645,130.125,63.969,52.277,455.625,62.032,76.678,197.500,55.931,65.781,92.500,32.545,74.272,616.000,53.815,26.864
355,262.000,36.942,87.149,110.750,39.848,45.001,917.333,46.626,33.498,296.750,50.823,47.993,88.909,58.403,58.144,83.400,51.530,76.872,97.500,55.037,49.933,901.125,60.263,43.986,394.333,39.658,67.062,489.500,48.706,65.555,351.250,56.223,45.575,196.000,51.641,88.739,176.667,48.531,86.381,544.714,45.396,96.169,579.778,44.192,68.670,92.000,39.683,72.353,115.667,34.753,68.857,290.444,60.620,81.356,195.000,54.553,80.372,241.636,61.296,48.892,80.500,65.109,43.420,77.619,61.721,40.147,243.250,55.392,104.352,345.400,57.979,77.814,290.167,47.052,38.991,447.667,44.908,100.746,775.750,51.281,98.597,70.500,63.702,52.498,451.875,62.060,76.715,152.500,55.896,65.596,213.250,32.416,74.353,548.444,53.796,26.905
356,261.250,36.938,87.243,98.000,39.811,44.879,636.000,46.612,33.472,364.000,50.796,48.083,120.545,58.507,58.313,171.200,51.529,76.717,112.250,55.033,49.838,862.625,60.320,44.060,576.000,39.650,67.082,601.250,48.597,65.535,412.750,56.309,45.545,255.455,51.580,88.787,170.222,48.587,86.284,497.000,45.393,96.167,909.333,44.122,68.663,60.750,39.734,72.559,79.667,34.874,68.809,127.778,60.501,81.321,342.750,54.650,80.496,166.909,61.466,48.782,59.500,65.254,43.430,79.524,61.932,40.059,204.500,55.411,104.353,256.600,57.972,77.788,213.000,47.208,38.973,358.167,44.932,100.810,477.250,51.336,98.634,161.750,63.636,52.422,364.000,61.975,76.667,140.250,55.999,65.909,144.000,32.545,74.230,661.556,53.796,26.827
357,225.500,36.834,87.333,68.500,39.809,45.044,848.333,46.652,33.456,347.750,50.865,48.216,98.727,58.355,58.324,218.400,51.435,76.918,97.000,54.967,49.778,896.750,60.354,44.004,719.667,39.691,67.098,554.500,48.670,65.511,316.750,56.230,45.604,169.818,51.644,88.697,140.444,48.566,86.443,465.000,45.415,96.175,1063.556,44.166,68.729,125.000,39.769,72.519,82.000,34.754,69.007,233.778,60.727,81.363,207.000,54.667,80.455,158.545,61.186,48.909,75.000,64.916,43.085,51.714,61.810,39.974,221.000,55.475,104.336,317.600,58.013,77.572,225.000,47.027,38.997,402.667,44.945,100.743,523.750,51.329,98.560,46.000,63.807,52.464,376.250,61.954,76.649,293.250,55.993,65.802,140.250,32.648,74.202,528.222,53.686,26.764
358,228.750,36.836,87.334,37.250,39.783,45.024,968.333,46.606,33.530,373.250,50.861,48.152,131.455,58.357,58.083,138.600,51.358,76.871,133.000,54.982,49.904,841.000,60.313,44.021,491.333,39.704,67.085,885.750,48.694,65.524,329.750,56.272,45.533,177.273,51.515,88.681,238.444,48.443,86.211,496.429,45.440,96.162,733.778,44.172,68.710,87.750,39.693,72.359,145.000,34.743,69.013,145.333,60.639,81.395,298.000,54.534,80.420,147.091,61.274,48.737,71.000,65.028,43.193,77.143,61.831,40.189,175.750,55.517,104.261,258.400,57.995,77.648,277.333,47.212,39.084,323.167,44.940,100.760,675.750,51.341,98.643,121.875,63.868,52.504,368.625,62.030,76.680,190.250,55.882,65.789,117.750,32.701,74.201,681.111,53.777,26.856
359,239.750,36.862,87.207,42.000,39.951,45.026,759.667,46.650,33.477,272.750,50.869,47.928,123.455,58.583,58.073,166.800,51.570,76.908,89.000,55.025,49.803,844.875,60.339,44.032,377.000,39.668,67.105,595.500,48.771,65.609,365.500,56.310,45.513,274.727,51.679,88.703,248.000,48.530,86.339,351.571,45.360,96.275,783.556,44.203,68.681,137.750,39.748,72.290,161.667,34.699,69.017,318.889,60.638,81.355,245.750,54.498,80.446,84.545,61.489,48.759,92.750,65.137,43.255,118.476,61.746,40.111,130.750,55.529,104.402,238.000,57.947,77.616,268.333,46.989,39.086,282.667,44.928,100.757,461.750,51.372,98.518,122.500,63.831,52.360,400.750,62.025,76.757,147.250,55.974,65.799,163.500,32.603,74.185,601.333,53.810,26.845
360,126.500,36.960,87.297,5.000,39.835,45.043,614.000,46.612,33.489,378.500,50.872,48.021,108.909,58.477,58.031,119.100,51.493,76.681,209.750,55.140,49.829,745.875,60.319,43.972,514.333,39.647,67.109,671.250,48.678,65.585,275.500,56.272,45.567,200.000,51.672,88.648,195.778,48.430,86.381,351.571,45.411,96.144,976.444,44.208,68.674,90.000,39.548,72.382,188.667,34.758,69.052,183.111,60.630,81.454,382.000,54.566,80.374,106.727,61.282,48.786,65.000,65.024,43.237,38.857,61.728,39.854,190.000,55.403,104.350,203.600,57.958,77.627,242.333,47.058,39.015,226.667,44.891,100.771,579.500,51.262,98.632,45.500,63.785,52.437,360.375,61.863,76.712,216.000,55.995,65.798,204.000,32.588,74.320,587.556,53.755,26.871
361,304.500,36.901,87.364,50.000,39.913,45.080,853.667,46.641,33.521,294.500,50.870,48.041,62.364,58.433,58.047,156.300,51.463,76.757,152.750,55.023,49.738,966.750,60.319,44.065,459.000,39.684,67.022,657.000,48.678,65.554,168.750,56.340,45.573,135.455,51.658,88.929,221.111,48.482,86.482,457.571,45.424,96.151,779.111,44.185,68.730,150.500,39.639,72.338,196.667,34.806,68.800,226.444,60.525,81.363,207.750,54.528,80.490,234.364,61.328,48.825,34.500,64.965,43.330,38.476,62.080,40.138,1068.250,55.485,104.329,184.200,57.934,77.486,218.667,47.105,39.103,302.667,44.927,100.821,453.000,51.334,98.633,76.500,63.885,52.402,399.125,61.943,76.733,316.500,55.910,65.770,131.000,32.741,74.182,685.556,53.679,26.797
